web-scraper-order,web-scraper-start-url,Url,Url-href,Nama,Usaha Utama,Produk Utama,Alamat,Nama Badan Hukum,Jumlah Tenaga Kerja,Sistem Penjualan,Target Pasar Utama (Produk Masal),Target Pasar Utama (Produk Spesifik),Tingkat Pesaing Usaha,Total Aset,Penjualan Rata-Rata per Tahun,Proyeksi Pertumbuhan Penjualan (/tahun),Kebutuhan Pembiayaan Kredit,Nilai Aset yang dapat menjadi jaminan kredit,Jumlah Dokumen Persyaratan Kredit
"1622320474-5531","https://www.bi.go.id/bisaid","Kios Amalia","https://www.bi.go.id/bisaid/bisaid/Detail?pm=jRwEWpfnPFUywZf7rA6Lmw==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Kios Amalia","Usaha Utama  : Rumah Makan","Produk Utama : Makanan, Minuman, Dan Rokok","Martapura Lama Km.6 RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN BANJAR Provinsi KALIMANTAN SELATAN 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 10,50 Juta","Rp. 12,00 Juta","60 %/Tahun","Rp. 10,00 Juta","Rp. 0,00 Juta","3"
"1622320605-5569","https://www.bi.go.id/bisaid","Sate H Dullah","https://www.bi.go.id/bisaid/bisaid/Detail?pm=2Zk4lTWyraMMxLx85TWsxQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Sate H Dullah","Usaha Utama  : Dagang Sate Madura","Produk Utama : Sate Kambing, Sate Ayam, Sop Kambing","Raya Perumnas Klender (Buaran 3) No8 RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KOTA JAKARTA TIMUR Provinsi DKI JAKARTA 

                                        Telp : - Fax : -","Perorangan","3","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 237,35 Juta","Rp. 39,00 Juta","30 %/Tahun","Rp. 0,00 Juta","Rp. 330,00 Juta","5"
"1622320650-5582","https://www.bi.go.id/bisaid","Warteg Bahari","https://www.bi.go.id/bisaid/bisaid/Detail?pm=Cs3ZwiDZ+st2vcwhtKtPCw==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Warteg Bahari","Usaha Utama  : Rumah Makan Tegal","Produk Utama : Makanan dan minuman","I Gusti Ngurah Rai RT/RW  40792 

                                        Kelurahan - Kecamatan - Kabupaten KOTA JAKARTA TIMUR Provinsi DKI JAKARTA 

                                        Telp : - Fax : -","Perorangan","4","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 50,08 Juta","Rp. 207,00 Juta","10 %/Tahun","Rp. 0,00 Juta","Rp. 0,00 Juta","4"
"1622320206-5470","https://www.bi.go.id/bisaid","Rumah Makan Family","https://www.bi.go.id/bisaid/bisaid/Detail?pm=ygcH+VS4MNoKCIGbeQeU1g==&mp=Bjv3m4lcInn46OWc4jy6kQ==","Rumah Makan Family","Usaha Utama  : Rumah Makan","Produk Utama : Nasi Lalapan, Sop dll","Pangeran Antasari RT/RW  7/3/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN HULU SUNGAI TENGAH Provinsi KALIMANTAN SELATAN 

                                        Telp : 85287481133 Fax : -","Usaha Dagang (UD)","4","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   50,00 %","Sedang","Rp. 185,50 Juta","Rp. 76,00 Juta","10 %/Tahun","Rp. 8,00 Juta","Rp. 55,00 Juta","5"
"1622320888-5637","https://www.bi.go.id/bisaid","Mie Ayam Gimin","https://www.bi.go.id/bisaid/bisaid/Detail?pm=xOhZFGXyAAgVnNt1XtQUow==&mp=JHuIBacQ7Iz+a8xx8lclUA==","Mie Ayam Gimin","Usaha Utama  : Mie Ayam","Produk Utama : Mie Ayam","KH Dewantara RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KOTA METRO Provinsi LAMPUNG 

                                        Telp : - Fax : -","Perorangan","0","Retail","Tidak Ada   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 108,50 Juta","Rp. 139,60 Juta","10 %/Tahun","Rp. 5,00 Juta","Rp. 108,00 Juta","5"
"1622320644-5580","https://www.bi.go.id/bisaid","Berkah Jaya","https://www.bi.go.id/bisaid/bisaid/Detail?pm=rfUByszFvnVH7trJQTXErw==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Berkah Jaya","Usaha Utama  : Rumah Makan Tegal","Produk Utama : Makanan dan minuman","Rawamangun Timur Komplek PJKA RT/RW  02/012 

                                        Kelurahan - Kecamatan - Kabupaten KOTA JAKARTA TIMUR Provinsi DKI JAKARTA 

                                        Telp : - Fax : -","Perorangan","3","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 18,78 Juta","Rp. 26,50 Juta","10 %/Tahun","Rp. 0,00 Juta","Rp. 7,00 Juta","5"
"1622320599-5567","https://www.bi.go.id/bisaid","Nasi Bebek Goreng","https://www.bi.go.id/bisaid/bisaid/Detail?pm=h+nfEo3jRA6iHZah8Ua0SQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Nasi Bebek Goreng","Usaha Utama  : Dagang Nasi Bebek","Produk Utama : Nasi Bebek Goreng","Achmad Yani RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KOTA JAKARTA TIMUR Provinsi DKI JAKARTA 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 7,45 Juta","Rp. 19,00 Juta","7 %/Tahun","Rp. 2,50 Juta","Rp. 7,00 Juta","5"
"1622320566-5556","https://www.bi.go.id/bisaid","Warug Mie Asbi","https://www.bi.go.id/bisaid/bisaid/Detail?pm=EJHimeTSlUKrb4Rc5i7v7w==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Warug Mie Asbi","Usaha Utama  : Rumah Makan","Produk Utama : Mie","Kelayan B No. 230 RT/RW  22/4 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BANJARMASIN Provinsi KALIMANTAN SELATAN 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 3,00 Juta","Rp. 71,00 Juta","50 %/Tahun","Rp. 4,00 Juta","Rp. 5,00 Juta","3"
"1622320545-5550","https://www.bi.go.id/bisaid","Warung Pecel","https://www.bi.go.id/bisaid/bisaid/Detail?pm=HXyIJBerSJSUiT9TS0IhhA==&mp=JHuIBacQ7Iz+a8xx8lclUA==","Warung Pecel","Usaha Utama  : Dagang Pecel dan Soto","Produk Utama : Pecel dan Soto","Jalan Raya Way Kambas RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN LAMPUNG TIMUR Provinsi LAMPUNG 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   80,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   20,00 %","Rendah","Rp. 25,00 Juta","Rp. 108,00 Juta","10 %/Tahun","Rp. 8,00 Juta","Rp. 187,00 Juta","5"
"1622320447-5524","https://www.bi.go.id/bisaid","Kios Aditya","https://www.bi.go.id/bisaid/bisaid/Detail?pm=cvKQ/9j/Fxvjlpjq/2Zkjw==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Kios Aditya","Usaha Utama  : Rumah Makan","Produk Utama : Makanan, Minuman, Dan Rokok","Martapura Lama Km. 8.5 RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN BANJAR Provinsi KALIMANTAN SELATAN 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Tinggi","Rp. 12,50 Juta","Rp. 12,00 Juta","40 %/Tahun","Rp. 10,00 Juta","Rp. 0,00 Juta","2"
"1622320281-5494","https://www.bi.go.id/bisaid","Saraso","https://www.bi.go.id/bisaid/bisaid/Detail?pm=xhJyeag3SVHv+iEkXWwyOQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Saraso","Usaha Utama  : Rumah Makan Soto","Produk Utama : Nasi Goreng & soto","Dr. M. Hatta No. 16 Pasar Baru RT/RW  40544 

                                        Kelurahan - Kecamatan - Kabupaten KOTA PADANG Provinsi SUMATERA BARAT 

                                        Telp : - Fax : -","Perorangan","3","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 50,30 Juta","Rp. 396,00 Juta","30 %/Tahun","Rp. 0,00 Juta","Rp. 11,00 Juta","3"
"1622320907-5643","https://www.bi.go.id/bisaid","RM Dewi Kuat","https://www.bi.go.id/bisaid/bisaid/Detail?pm=rXeuZNA7fJCKUHbeUfK6yQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","RM Dewi Kuat","Usaha Utama  : Warung Makan","Produk Utama : Nasi Rames","N/A RT/RW  1/2/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN BANJARNEGARA Provinsi JAWA TENGAH 

                                        Telp : 81327923069 Fax : -","Perorangan","5","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   75,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   25,00 %","Rendah","Rp. 149,00 Juta","Rp. 80,00 Juta","5 %/Tahun","Rp. 5,00 Juta","Rp. 10,00 Juta","7"
"1622320623-5575","https://www.bi.go.id/bisaid","Soto Betawi","https://www.bi.go.id/bisaid/bisaid/Detail?pm=35ngWlKvFBZQYIxO0KNOPw==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Soto Betawi","Usaha Utama  : Dagang soto Betawi","Produk Utama : Soto Betawi","Acmad Yani RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KOTA JAKARTA TIMUR Provinsi DKI JAKARTA 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 8,00 Juta","Rp. 19,33 Juta","10 %/Tahun","Rp. 5,00 Juta","Rp. 0,00 Juta","4"
"1622320270-5491","https://www.bi.go.id/bisaid","Ampera Gumes","https://www.bi.go.id/bisaid/bisaid/Detail?pm=gjwQ5ALtFg6DOZXHgIEWJw==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Ampera Gumes","Usaha Utama  : Rumah Makan Ampera","Produk Utama : Masakan Ampera","Simpang Aur Belakang Polda RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KOTA PADANG Provinsi SUMATERA BARAT 

                                        Telp : - Fax : -","Perorangan","4","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   85,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   15,00 %","-","Rp. 27,60 Juta","Rp. 185,00 Juta","20 %/Tahun","Rp. 0,00 Juta","Rp. 70,00 Juta","5"
"1622320563-5555","https://www.bi.go.id/bisaid","Toko Husin","https://www.bi.go.id/bisaid/bisaid/Detail?pm=lijg2fXtqzy7CttYJ0t0Mw==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Toko Husin","Usaha Utama  : Rumah Makan","Produk Utama : Makanan Instan (Mie, makanan ringan, dsb)","Kelayan B No. 2 RT/RW  18/- 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BANJARMASIN Provinsi KALIMANTAN SELATAN 

                                        Telp : - Fax : -","Perorangan","3","Retail dan Distributor","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Tinggi","Rp. 43,00 Juta","Rp. 795,00 Juta","10 %/Tahun","Rp. 4,00 Juta","Rp. 47,00 Juta","3"
"1622320045-5418","https://www.bi.go.id/bisaid","Kios Ibu Siti","https://www.bi.go.id/bisaid/bisaid/Detail?pm=q0dERQwl8WWr0fvRMEFhOQ==&mp=5JdvraNzQnzSzI+hC9alEQ==","Kios Ibu Siti","Usaha Utama  : Penyedia Makan Dan Minum","Produk Utama : Minuman Dingin, Nasi Kuning, Permen","Merapi RT/RW  / 

                                        Kelurahan - Kecamatan MANOKWARI BARAT Kabupaten KABUPATEN MANOKWARI Provinsi PAPUA BARAT 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 9,00 Juta","Rp. 17,16 Juta","- %/Tahun","Rp. 5,70 Juta","Rp. 407,00 Juta","4"
"1622320058-5422","https://www.bi.go.id/bisaid","Jualan Es","https://www.bi.go.id/bisaid/bisaid/Detail?pm=vnssx6blS++esqUy026tZA==&mp=xI6rAeQkygTAn3Z625IGLg==","Jualan Es","Usaha Utama  : Jualan Es","Produk Utama : -","Liposos Ii RT/RW  14/ 

                                        Kelurahan - Kecamatan - Kabupaten KOTA JAMBI Provinsi JAMBI 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Tinggi","Rp. 10,00 Juta","Rp. 36,00 Juta","- %/Tahun","Rp. 0,00 Juta","Rp. 150,00 Juta","4"
"1622321013-5678","https://www.bi.go.id/bisaid","Warung Manisan Nurhaeti","https://www.bi.go.id/bisaid/bisaid/Detail?pm=DUtCOhm59mjpSOpq4IAaaA==&mp=Bjv3m4lcInn46OWc4jy6kQ==","Warung Manisan Nurhaeti","Usaha Utama  : Dagang Makanan","Produk Utama : Makanan","Jln Lintas Liwa RT/RW  11/5/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN LAMPUNG BARAT Provinsi LAMPUNG 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 23,00 Juta","Rp. 60,00 Juta","5 %/Tahun","Rp. 10,00 Juta","Rp. 230,00 Juta","4"
"1622320999-5673","https://www.bi.go.id/bisaid","Kedai Mini Cabang Kediri","https://www.bi.go.id/bisaid/bisaid/Detail?pm=S0/dIBKsVQHsDwtrwMNUwg==&mp=fOhzApotY5QnAtxxXvjAfA==","Kedai Mini Cabang Kediri","Usaha Utama  : Rumah Makan","Produk Utama : Nasi Pecel Dan Kopi","Gajah Mada No.6 RT/RW  9/- 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 20,00 Juta","Rp. 47,88 Juta","20 %/Tahun","Rp. 4,00 Juta","Rp. 8,00 Juta","4"
"1622320140-5448","https://www.bi.go.id/bisaid","Narti Coffe","https://www.bi.go.id/bisaid/bisaid/Detail?pm=Swqbd1EUw4r0Ih72BMnhZA==&mp=5JdvraNzQnzSzI+hC9alEQ==","Narti Coffe","Usaha Utama  : Coffe","Produk Utama : Coffe","Kapten P. Tendean  RT/RW  / 

                                        Kelurahan TELAGA SARI Kecamatan BALIKPAPAN KOTA Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Tinggi","Rp. 7,19 Juta","Rp. 24,00 Juta","- %/Tahun","Rp. 9,00 Juta","Rp. 14,00 Juta","5"
"1622320917-5646","https://www.bi.go.id/bisaid","Kacang Goreng Saprah","https://www.bi.go.id/bisaid/bisaid/Detail?pm=ufF8Rq7cty1e+QA7ynV0JQ==&mp=fOhzApotY5QnAtxxXvjAfA==","Kacang Goreng Saprah","Usaha Utama  : Camilan","Produk Utama : Kacang Goreng","Sepaku Laut RT/RW  8/- 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 10,00 Juta","Rp. 21,67 Juta","10 %/Tahun","Rp. 3,00 Juta","Rp. 7,00 Juta","4"
"1622320768-5613","https://www.bi.go.id/bisaid","Leni Herlina","https://www.bi.go.id/bisaid/bisaid/Detail?pm=SwotiOb6A0T4VlKta1vOWQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Leni Herlina","Usaha Utama  : Pembutan Nasi kuning","Produk Utama : Nasi kuning","Kuin Utara RT/RW  18/03 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BANJARMASIN Provinsi KALIMANTAN SELATAN 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 4,40 Juta","Rp. 99,00 Juta","10 %/Tahun","Rp. 2,00 Juta","Rp. 0,00 Juta","3"
"1622321020-5680","https://www.bi.go.id/bisaid","Warung Manisan","https://www.bi.go.id/bisaid/bisaid/Detail?pm=gNd1Jig7Tt6Zu0XsQqWzXw==&mp=Bjv3m4lcInn46OWc4jy6kQ==","Warung Manisan","Usaha Utama  : Warung Makanan","Produk Utama : Makanan","Mulya Indah RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN LAMPUNG BARAT Provinsi LAMPUNG 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 13,50 Juta","Rp. 30,00 Juta","10 %/Tahun","Rp. 5,00 Juta","Rp. 213,00 Juta","5"
"1622320042-5417","https://www.bi.go.id/bisaid","Gado-Gado Junainiah","https://www.bi.go.id/bisaid/bisaid/Detail?pm=jhuREicZsCzXV9FJSxr8Ng==&mp=xI6rAeQkygTAn3Z625IGLg==","Gado-Gado Junainiah","Usaha Utama  : Makanan","Produk Utama : Gado-Gado","Gajah Mada RT/RW  2/1/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN BATANG HARI Provinsi JAMBI 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 22,35 Juta","Rp. 108,00 Juta","- %/Tahun","Rp. 8,00 Juta","Rp. 11,50 Juta","2"
"1622320860-5628","https://www.bi.go.id/bisaid","Pentol Ojolali","https://www.bi.go.id/bisaid/bisaid/Detail?pm=bPpImMDW19hprApotJALYg==&mp=fOhzApotY5QnAtxxXvjAfA==","Pentol Ojolali","Usaha Utama  : Pentol","Produk Utama : Pentol","Pasar Snaken RT/RW  06/ 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN PASER Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 15,00 Juta","Rp. 108,00 Juta","10 %/Tahun","Rp. 10,00 Juta","Rp. 14,00 Juta","5"
"1622320106-5437","https://www.bi.go.id/bisaid","UD Kuliner Tunas Subur","https://www.bi.go.id/bisaid/bisaid/Detail?pm=S32DHOYYQOBefmoVx3t79Q==&mp=5JdvraNzQnzSzI+hC9alEQ==","UD Kuliner Tunas Subur","Usaha Utama  : Warung Makan","Produk Utama : Nasi Goreng","Adil Makmur No. 7 RT/RW  17/ 

                                        Kelurahan BARU ILIR Kecamatan BALIKPAPAN BARAT Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Usaha Dagang (UD)","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   95,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   5,00 %","Sedang","Rp. 42,50 Juta","Rp. 720,00 Juta","- %/Tahun","Rp. 4,00 Juta","Rp. 14,00 Juta","3"
"1622320720-5602","https://www.bi.go.id/bisaid","Pondok Es Teler Shinten Rhemen","https://www.bi.go.id/bisaid/bisaid/Detail?pm=OCuUJ+HJnEg16RKm2uPfoQ==&mp=fOhzApotY5QnAtxxXvjAfA==","Pondok Es Teler Shinten Rhemen","Usaha Utama  : Warung Minuman","Produk Utama : Es Teler","Gunung Pipa RT/RW  34/- 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 7,00 Juta","Rp. 144,00 Juta","10 %/Tahun","Rp. 5,00 Juta","Rp. 6,00 Juta","4"
"1622320642-5579","https://www.bi.go.id/bisaid","Warteg H Ten","https://www.bi.go.id/bisaid/bisaid/Detail?pm=10A3cH2iyZgUuIbnmkeMiw==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Warteg H Ten","Usaha Utama  : Rumah Makan Tegal","Produk Utama : Makanan dan Minuman","H Ten Payung Putih RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KOTA JAKARTA TIMUR Provinsi DKI JAKARTA 

                                        Telp : - Fax : -","Perorangan","4","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 5,00 Juta","Rp. 51,66 Juta","30 %/Tahun","Rp. 0,00 Juta","Rp. 0,00 Juta","4"
"1622320209-5471","https://www.bi.go.id/bisaid","Kedai Kopi Anugrah","https://www.bi.go.id/bisaid/bisaid/Detail?pm=W855N2kPEEhlhxhp/YmxXw==&mp=Q47xnX4Fmgxfelhgew2rrQ==","Kedai Kopi Anugrah","Usaha Utama  : Kedai Kopi","Produk Utama : Minuman Cepat Saji","Komplek Bintan Center Blok C No 36 RT/RW  2/3/2020 

                                        Kelurahan AIR RAJA Kecamatan TANJUNGPINANG TIMUR Kabupaten KOTA TANJUNG PINANG Provinsi KEPULAUAN RIAU 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 687,00 Juta","Rp. 126,00 Juta","- %/Tahun","Rp. 9,00 Juta","Rp. 657,00 Juta","9"
"1622320581-5561","https://www.bi.go.id/bisaid","Warung Kelontong Saymsu","https://www.bi.go.id/bisaid/bisaid/Detail?pm=ltmFfQ9Quwhzox93IsW5dw==&mp=Bjv3m4lcInn46OWc4jy6kQ==","Warung Kelontong Saymsu","Usaha Utama  : Warung Makanan/Minuman","Produk Utama : Indomie, Minuman, Makanan Ringan, Dll","Jl. Kemanggisan Hilir XI RT/RW  12/8/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA JAKARTA BARAT Provinsi DKI JAKARTA 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 192,50 Juta","Rp. 126,00 Juta","20 %/Tahun","Rp. 10,00 Juta","Rp. 185,00 Juta","5"
"1622320665-5587","https://www.bi.go.id/bisaid","Warteg Danirizka","https://www.bi.go.id/bisaid/bisaid/Detail?pm=tdZSygIArJ6fY6SW/MnI/A==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Warteg Danirizka","Usaha Utama  : Rumah Makan Tegal","Produk Utama : Makanan siap saji","Raya Bogor KM 24 RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KOTA JAKARTA TIMUR Provinsi DKI JAKARTA 

                                        Telp : - Fax : -","Perorangan","4","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   90,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   10,00 %","Sedang","Rp. 29,00 Juta","Rp. 21,00 Juta","20 %/Tahun","Rp. 0,00 Juta","Rp. 0,00 Juta","3"
"1622320258-5487","https://www.bi.go.id/bisaid","BAKSO CAK MIN","https://www.bi.go.id/bisaid/bisaid/Detail?pm=AHOxQm++9SYak2zEkMD3iA==&mp=Bjv3m4lcInn46OWc4jy6kQ==","BAKSO CAK MIN","Usaha Utama  : BAKSO,NASI GORENG","Produk Utama : BAKSO","LINTAS SUMATERA RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN LABUHAN BATU SELATAN Provinsi SUMATERA UTARA 

                                        Telp : - Fax : -","Perorangan","4","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 451,73 Juta","Rp. 252,00 Juta","30 %/Tahun","Rp. 9,00 Juta","Rp. 200,00 Juta","7"
"1622320617-5573","https://www.bi.go.id/bisaid","RM Pempek","https://www.bi.go.id/bisaid/bisaid/Detail?pm=zRkB/0TT2KmrA5bJSv+3DA==&mp=LhrIHvxx5uWPOvZTrS6CKw==","RM Pempek","Usaha Utama  : Dagang Pempek Palembang","Produk Utama : Pempek","Pondasi raya no41 RT/RW  09/- 

                                        Kelurahan - Kecamatan - Kabupaten KOTA JAKARTA TIMUR Provinsi DKI JAKARTA 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 19,00 Juta","Rp. 38,66 Juta","30 %/Tahun","Rp. 10,00 Juta","Rp. 100,00 Juta","4"
"1622320065-5424","https://www.bi.go.id/bisaid","Es Kelapa Sri","https://www.bi.go.id/bisaid/bisaid/Detail?pm=sWavkbrt3Y0A8VKDbr9Esg==&mp=xI6rAeQkygTAn3Z625IGLg==","Es Kelapa Sri","Usaha Utama  : Es Kelapa","Produk Utama : Es Kelapa","Sriwijaya RT/RW  18/ 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN TANJUNG JABUNG BARAT Provinsi JAMBI 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 7,50 Juta","Rp. 25,00 Juta","- %/Tahun","Rp. 4,50 Juta","Rp. 10,00 Juta","3"
"1622320215-5473","https://www.bi.go.id/bisaid","Kantin Nyi Cola","https://www.bi.go.id/bisaid/bisaid/Detail?pm=o3f0g4mDSSphlEiw0f6nzQ==&mp=xI6rAeQkygTAn3Z625IGLg==","Kantin Nyi Cola","Usaha Utama  : Makanan","Produk Utama : Makanan","Jl Mt Haryono No 16 RT/RW  75/ 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %","Rendah","Rp. 36,25 Juta","Rp. 252,72 Juta","- %/Tahun","Rp. 5,00 Juta","Rp. 19,00 Juta","4"
