web-scraper-order,web-scraper-start-url,Url,Url-href,Nama,Usaha Utama,Produk Utama,Alamat,Nama Badan Hukum,Jumlah Tenaga Kerja,Sistem Penjualan,Target Pasar Utama (Produk Masal),Target Pasar Utama (Produk Spesifik),Tingkat Pesaing Usaha,Total Aset,Penjualan Rata-Rata per Tahun,Proyeksi Pertumbuhan Penjualan (/tahun),Kebutuhan Pembiayaan Kredit,Nilai Aset yang dapat menjadi jaminan kredit,Jumlah Dokumen Persyaratan Kredit
"1622322863-5868","https://www.bi.go.id/bisaid","Warung Erna Wati","https://www.bi.go.id/bisaid/bisaid/Detail?pm=7LihOmusTnrIIL89uDzWjA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","Warung Erna Wati","Usaha Utama  : Tambal Ban","Produk Utama : Ban Dalam","Ahmad Yani RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN PESAWARAN Provinsi LAMPUNG 

                                        Telp : - Fax : -","Perorangan","0","Retail","Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Sedang","Rp. 134,00 Juta","Rp. 30,00 Juta","10 %/Tahun","Rp. 10,00 Juta","Rp. 40,00 Juta","6"
"1622322959-5897","https://www.bi.go.id/bisaid","Dody Taylor","https://www.bi.go.id/bisaid/bisaid/Detail?pm=QtelmgFKKQT6k7VcJ/pRRQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","Dody Taylor","Usaha Utama  : Penjahit","Produk Utama : Pakaian Harian, Pakaian Kerja Dan Vermak","Tamin No. 53 B. Lampung RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BANDAR LAMPUNG Provinsi LAMPUNG 

                                        Telp : 81379513834 Fax : -","Perorangan","3","Retail","Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Sedang","Rp. 13,00 Juta","Rp. 80,00 Juta","20 %/Tahun","Rp. 10,00 Juta","Rp. 10,00 Juta","5"
"1622323069-5927","https://www.bi.go.id/bisaid","Magnetz Salon","https://www.bi.go.id/bisaid/bisaid/Detail?pm=nOHcuqH+1bDPTzjOeEpn2g==&mp=Bjv3m4lcInn46OWc4jy6kQ==","Magnetz Salon","Usaha Utama  : Salon Kecantikan","Produk Utama : -","Karang Jawa RT/RW  07/- 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Tinggi","Rp. 66,50 Juta","Rp. 64,00 Juta","50 %/Tahun","Rp. 10,00 Juta","Rp. 15,00 Juta","5"
"1622323098-5934","https://www.bi.go.id/bisaid","Water Clean","https://www.bi.go.id/bisaid/bisaid/Detail?pm=gaLTzI+hGQeyXvC7cUCAKQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","Water Clean","Usaha Utama  : Cuci Kendaraan (Mobil & Motor)","Produk Utama : Jasa Pencucian Kendaraan","Ahmad Yani  RT/RW  1/2/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA SORONG Provinsi PAPUA BARAT 

                                        Telp : 81344157894 Fax : -","Perorangan","6","Retail","Tidak Ada   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Rendah","Rp. 529,00 Juta","Rp. 117,00 Juta","30 %/Tahun","Rp. 0,00 Juta","Rp. 5.217,00 Juta","9"
"1622322880-5874","https://www.bi.go.id/bisaid","Penjahit Samudera","https://www.bi.go.id/bisaid/bisaid/Detail?pm=a6NXi+9DpF47UYm7AvmMsQ==&mp=xI6rAeQkygTAn3Z625IGLg==","Penjahit Samudera","Usaha Utama  : Penjahit Dan Fermak Pakaian","Produk Utama : Jahit Dan Fermak Baju Seragam","Purus I No 3A RT/RW  1/1/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA PADANG Provinsi SUMATERA BARAT 

                                        Telp : - Fax : -","Perorangan","1","Retail","Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Rendah","Rp. 208,00 Juta","Rp. 8,00 Juta","- %/Tahun","Rp. 4,00 Juta","Rp. 204,00 Juta","5"
"1622322831-5857","https://www.bi.go.id/bisaid","Cucian Motor Danny Hermawan","https://www.bi.go.id/bisaid/bisaid/Detail?pm=W3MnnDtZ/zhHzB2wfZIjMg==&mp=xI6rAeQkygTAn3Z625IGLg==","Cucian Motor Danny Hermawan","Usaha Utama  : Pencucian Motor","Produk Utama : Cucian Motor","Gunung Guntur RT/RW  48/ 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","3","Retail","Tidak Ada   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Sedang","Rp. 9,70 Juta","Rp. 50,00 Juta","- %/Tahun","Rp. 3,00 Juta","Rp. 1,70 Juta","2"
"1622322777-5841","https://www.bi.go.id/bisaid","Lintas Taylor","https://www.bi.go.id/bisaid/bisaid/Detail?pm=s1QnUf+MeP6xP8CFkhSBvw==&mp=xI6rAeQkygTAn3Z625IGLg==","Lintas Taylor","Usaha Utama  : Penjahit Pakaian","Produk Utama : Pakaian","Lintas Sumatera Samping Toyota RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN BUNGO Provinsi JAMBI 

                                        Telp : - Fax : -","Perorangan","1","Retail","Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Sedang","Rp. 18,00 Juta","Rp. 104,00 Juta","- %/Tahun","Rp. 10,00 Juta","Rp. 16,00 Juta","4"
"1622322652-5829","https://www.bi.go.id/bisaid","Penjahit Jasmi","https://www.bi.go.id/bisaid/bisaid/Detail?pm=2ljGy7plSOJ2gCCLMV2ysQ==&mp=xI6rAeQkygTAn3Z625IGLg==","Penjahit Jasmi","Usaha Utama  : Menjahit","Produk Utama : Pakaian Pria Dan Wanita","Sungai Baung RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN BATANG HARI Provinsi JAMBI 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   70,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   30,00 %","Tinggi","Rp. 37,40 Juta","Rp. 9,00 Juta","- %/Tahun","Rp. 4,25 Juta","Rp. 4,00 Juta","4"
"1622322654-5830","https://www.bi.go.id/bisaid","Jihan Salon","https://www.bi.go.id/bisaid/bisaid/Detail?pm=LYlJKzA5i2Qpy4qRfpWLMQ==&mp=xI6rAeQkygTAn3Z625IGLg==","Jihan Salon","Usaha Utama  : Salon","Produk Utama : Jasa Salon","Tanjung Marwo RT/RW  7/ 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN BATANG HARI Provinsi JAMBI 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 4,80 Juta","Rp. 36,00 Juta","- %/Tahun","Rp. 2,50 Juta","Rp. 2,00 Juta","4"
"1622322814-5851","https://www.bi.go.id/bisaid","Zaenal Konveski","https://www.bi.go.id/bisaid/bisaid/Detail?pm=ZAZ9bVF0kXU6tUzQioi7Gg==&mp=5JdvraNzQnzSzI+hC9alEQ==","Zaenal Konveski","Usaha Utama  : Konveksi","Produk Utama : Topi Boneka","Kp. Huluwuton RT/RW  4/8/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN BANDUNG Provinsi JAWA BARAT 

                                        Telp : - Fax : -","Perorangan","3","Distributor","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 17,00 Juta","Rp. 48,00 Juta","- %/Tahun","Rp. 8,00 Juta","Rp. 5,00 Juta","1"
"1622322936-5891","https://www.bi.go.id/bisaid","Sascha Digital Photo Studio","https://www.bi.go.id/bisaid/bisaid/Detail?pm=X8WRz4h77KPWe5lqDHRqwQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==","Sascha Digital Photo Studio","Usaha Utama  : Studio Photo Digital","Produk Utama : Jasa Photo","Jalan Raya Kopang Dusun Bujak RT/RW  2/1/2000 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN LOMBOK TENGAH Provinsi NUSA TENGGARA BARAT 

                                        Telp : 0 Fax : -","Perorangan","2","Retail","Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Sedang","Rp. 87,28 Juta","Rp. 27,00 Juta","10 %/Tahun","Rp. 9,00 Juta","Rp. 80,00 Juta","6"
"1622323033-5918","https://www.bi.go.id/bisaid","NA","https://www.bi.go.id/bisaid/bisaid/Detail?pm=Uj3+ZsKa3SfZMPXnUPKF8Q==&mp=Bjv3m4lcInn46OWc4jy6kQ==","NA","Usaha Utama  : Jasa Laundry","Produk Utama : Jasa Laundry","Kol. Sumarto RT/RW  2/1/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN BANYUMAS Provinsi JAWA TENGAH 

                                        Telp : 0281-7629292 Fax : -","Perorangan","3","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 50,67 Juta","Rp. 60,00 Juta","30 %/Tahun","Rp. 10,00 Juta","Rp. 40,00 Juta","5"
"1622322991-5906","https://www.bi.go.id/bisaid","Permak Levis","https://www.bi.go.id/bisaid/bisaid/Detail?pm=0XjOVLu7Ce8NKb3GUgsi0A==&mp=fOhzApotY5QnAtxxXvjAfA==","Permak Levis","Usaha Utama  : Jasa Vermak Levis","Produk Utama : Jasa Vermak Levis","Raden Gunawan II LK II RT/RW  3/5/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN LAMPUNG SELATAN Provinsi LAMPUNG 

                                        Telp : - Fax : -","Perorangan","2","Retail","Tidak Ada   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Rendah","Rp. 14,50 Juta","Rp. 46,50 Juta","10 %/Tahun","Rp. 8,00 Juta","Rp. 100,00 Juta","5"
"1622322997-5908","https://www.bi.go.id/bisaid","Loundry Aldo","https://www.bi.go.id/bisaid/bisaid/Detail?pm=Rn8hVIeG+z9DDCEQqAF/Jw==&mp=fOhzApotY5QnAtxxXvjAfA==","Loundry Aldo","Usaha Utama  : Loundry","Produk Utama : Mencuci Dan Meyetrika Pakaian","Frans Kaseipo RT/RW  3/2/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA TIDORE KEPULAUAN Provinsi MALUKU UTARA 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Rendah","Rp. 64,00 Juta","Rp. 12,00 Juta","7 %/Tahun","Rp. 10,00 Juta","Rp. 180,00 Juta","4"
"1622322828-5856","https://www.bi.go.id/bisaid","Penjahit Paluna","https://www.bi.go.id/bisaid/bisaid/Detail?pm=LFEOlVBmoj6wJTweZYJasA==&mp=xI6rAeQkygTAn3Z625IGLg==","Penjahit Paluna","Usaha Utama  : Penjahit","Produk Utama : Penjahit Paluna","Kutilang 1 No 1 RT/RW  22/ 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail","Tidak Ada   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Sedang","Rp. 32,70 Juta","Rp. 54,00 Juta","- %/Tahun","Rp. 5,00 Juta","Rp. 14,00 Juta","4"
"1622322939-5892","https://www.bi.go.id/bisaid","Penjahit Abbas","https://www.bi.go.id/bisaid/bisaid/Detail?pm=g0QTy1mNW8dzGEzmLKMbOw==&mp=2BbfzMJpZb2nANZ3GT30ng==","Penjahit Abbas","Usaha Utama  : Jahit Pakaian","Produk Utama : Jahit Pakaian","Jl. Ahmad Yani RT/RW  40575 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN OGAN KOMERING ULU Provinsi SUMATERA SELATAN 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Sedang","Rp. 151,92 Juta","Rp. 72,00 Juta","30 %/Tahun","Rp. 0,00 Juta","Rp. 125,00 Juta","5"
"1622323003-5910","https://www.bi.go.id/bisaid","Putri Salon","https://www.bi.go.id/bisaid/bisaid/Detail?pm=bbXxKiGLhWVX5uBZKWt6Fw==&mp=JHuIBacQ7Iz+a8xx8lclUA==","Putri Salon","Usaha Utama  : Salon","Produk Utama : Tata Rias","Pattimura No.67 RT/RW  6/3/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA METRO Provinsi LAMPUNG 

                                        Telp : - Fax : -","Perorangan","0","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Tinggi","Rp. 80,00 Juta","Rp. 38,00 Juta","5 %/Tahun","Rp. 4,00 Juta","Rp. 80,00 Juta","5"
"1622322942-5893","https://www.bi.go.id/bisaid","Steam Motor Agung","https://www.bi.go.id/bisaid/bisaid/Detail?pm=R9LzW1sePVw32LbE7DeYYw==&mp=fOhzApotY5QnAtxxXvjAfA==","Steam Motor Agung","Usaha Utama  : Steam Motor","Produk Utama : Cucu Steam Motor","P. Senopati RT/RW  1/1/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN LAMPUNG SELATAN Provinsi LAMPUNG 

                                        Telp : 85357911616 Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 35,17 Juta","Rp. 40,50 Juta","10 %/Tahun","Rp. 8,00 Juta","Rp. 80,00 Juta","5"
"1622322791-5844","https://www.bi.go.id/bisaid","Pondok Kelapa","https://www.bi.go.id/bisaid/bisaid/Detail?pm=DTIxaHoCNhOYxtEjfP6aCQ==&mp=Q47xnX4Fmgxfelhgew2rrQ==","Pondok Kelapa","Usaha Utama  : Es Kelapa","Produk Utama : Kelapa","Siaga RT/RW  23/ 

                                        Kelurahan DAMAI Kecamatan BALIKPAPAN KOTA Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 21,08 Juta","Rp. 33,75 Juta","- %/Tahun","Rp. 5,00 Juta","Rp. 0,00 Juta","3"
"1622322903-5882","https://www.bi.go.id/bisaid","Pangkas Rambut Al-Rasyid","https://www.bi.go.id/bisaid/bisaid/Detail?pm=KOfM3HnyatpIXvOXQS5wlA==&mp=xI6rAeQkygTAn3Z625IGLg==","Pangkas Rambut Al-Rasyid","Usaha Utama  : Potong Rambut","Produk Utama : Potong Rambut","Mt Haryono Nomer 16 RT/RW  31/ 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 12,50 Juta","Rp. 59,00 Juta","- %/Tahun","Rp. 7,00 Juta","Rp. 1,00 Juta","3"
"1622322988-5905","https://www.bi.go.id/bisaid","Variasi Megasari","https://www.bi.go.id/bisaid/bisaid/Detail?pm=EYpht7+7REZN5FETAm0+qg==&mp=fOhzApotY5QnAtxxXvjAfA==","Variasi Megasari","Usaha Utama  : Variasi Kendaraan","Produk Utama : Jasa Variasi","Merak Batin RT/RW  1/2/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN LAMPUNG SELATAN Provinsi LAMPUNG 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   80,00 %","Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan)   20,00 %","Rendah","Rp. 82,50 Juta","Rp. 63,00 Juta","10 %/Tahun","Rp. 8,00 Juta","Rp. 490,00 Juta","6"
"1622322854-5865","https://www.bi.go.id/bisaid","Son Tailor","https://www.bi.go.id/bisaid/bisaid/Detail?pm=+LDn7T8koHAA71pWaOa6Hg==&mp=2BbfzMJpZb2nANZ3GT30ng==","Son Tailor","Usaha Utama  : Menjahit Pakaian","Produk Utama : Menjahit Pakaian","Jl.Batu Sangkar - Untau Km 10 RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN TANAH DATAR Provinsi SUMATERA BARAT 

                                        Telp : 81374386947 Fax : -","Perorangan","2","Distributor","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   2,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   98,00 %","Sedang","Rp. 135,00 Juta","Rp. 7,33 Juta","20 %/Tahun","Rp. 8,00 Juta","Rp. 125,00 Juta","6"
"1622322962-5898","https://www.bi.go.id/bisaid","Aneka Bordir","https://www.bi.go.id/bisaid/bisaid/Detail?pm=qDxjlg38E2fkv+de/wccSQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","Aneka Bordir","Usaha Utama  : Bordir","Produk Utama : Bordir Nama, Topi, Logo","Imam Bonjol 203/253  RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BANDAR LAMPUNG Provinsi LAMPUNG 

                                        Telp : 81379188567 Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   5,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   95,00 %","Sedang","Rp. 7,00 Juta","Rp. 46,00 Juta","30 %/Tahun","Rp. 10,00 Juta","Rp. 158,00 Juta","6"
"1622323001-5909","https://www.bi.go.id/bisaid","A. Ridwan Tailor","https://www.bi.go.id/bisaid/bisaid/Detail?pm=Y1Yyn/p0jExaF82dseh5tg==&mp=JHuIBacQ7Iz+a8xx8lclUA==","A. Ridwan Tailor","Usaha Utama  : Penjahit","Produk Utama : Pakaian","Way Umpu No.11 RT/RW  17/07 

                                        Kelurahan - Kecamatan - Kabupaten KOTA METRO Provinsi LAMPUNG 

                                        Telp : - Fax : -","Perorangan","1","Retail","Tidak Ada   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Sedang","Rp. 116,00 Juta","Rp. 72,00 Juta","10 %/Tahun","Rp. 9,00 Juta","Rp. 70,00 Juta","5"
"1622322965-5899","https://www.bi.go.id/bisaid","Penjahit Labib","https://www.bi.go.id/bisaid/bisaid/Detail?pm=s3QZ9avNuAe5xzM1hzYwwA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","Penjahit Labib","Usaha Utama  : Penjahit Pakaian","Produk Utama : Jahit Pakaian","Jln. Makam Depan SMP 13 No. 32 RT/RW  04/ 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BANDAR LAMPUNG Provinsi LAMPUNG 

                                        Telp : 89631619958 Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   37,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   63,00 %","Sedang","Rp. 14,75 Juta","Rp. 49,00 Juta","20 %/Tahun","Rp. 5,00 Juta","Rp. 83,00 Juta","6"
"1622323077-5929","https://www.bi.go.id/bisaid","Cuci Mobil Samping Polsek","https://www.bi.go.id/bisaid/bisaid/Detail?pm=08GPhp4M60Jgn7jcdInMdA==&mp=xI6rAeQkygTAn3Z625IGLg==","Cuci Mobil Samping Polsek","Usaha Utama  : Jasa Cuci Mobil","Produk Utama : Jasa Cuci Mobil","Negara RT/RW  05/ 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN PASER Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","5","Retail","Tidak Ada   0,00 %","Memenuhi Order Dari Distributor/Eksportir/Trader   100,00 %","Sedang","Rp. 89,00 Juta","Rp. 36,00 Juta","- %/Tahun","Rp. 5,00 Juta","Rp. 30,00 Juta","4"
"1622322894-5879","https://www.bi.go.id/bisaid","Sapulidi Laupe","https://www.bi.go.id/bisaid/bisaid/Detail?pm=h/UT1SvVMaM1hXxUB+OzXQ==&mp=xI6rAeQkygTAn3Z625IGLg==","Sapulidi Laupe","Usaha Utama  : Sapulidi Laupe","Produk Utama : Sapu Lidi","Jl Jalak RT/RW  8/3/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","4","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 19,30 Juta","Rp. 5,04 Juta","- %/Tahun","Rp. 2,50 Juta","Rp. 15,00 Juta","4"
"1622322883-5875","https://www.bi.go.id/bisaid","Toko Kaca Berkah","https://www.bi.go.id/bisaid/bisaid/Detail?pm=XMQMtfQnh9OjEjsoId3AMw==&mp=xI6rAeQkygTAn3Z625IGLg==","Toko Kaca Berkah","Usaha Utama  : Jasa Pembuatan Etalase","Produk Utama : Rak Piring-Etalase","Andalas No 51 RT/RW  2/6/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA PADANG Provinsi SUMATERA BARAT 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   85,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   15,00 %","Rendah","Rp. 28,00 Juta","Rp. 120,00 Juta","- %/Tahun","Rp. 7,00 Juta","Rp. 5,00 Juta","4"
"1622323051-5923","https://www.bi.go.id/bisaid","Penjahit Nuzul","https://www.bi.go.id/bisaid/bisaid/Detail?pm=Efahlsk2hN+AxObKUkQl8Q==&mp=JHuIBacQ7Iz+a8xx8lclUA==","Penjahit Nuzul","Usaha Utama  : Penjahit","Produk Utama : Pakaian","Banjar Sari No. 32 RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KOTA METRO Provinsi LAMPUNG 

                                        Telp : - Fax : -","Perorangan","0","Retail dan Distributor","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 39,00 Juta","Rp. 14,70 Juta","15 %/Tahun","Rp. 10,00 Juta","Rp. 18,00 Juta","3"
"1622322808-5849","https://www.bi.go.id/bisaid","Penitipan Motor P. Samino","https://www.bi.go.id/bisaid/bisaid/Detail?pm=10DtbCV1I756BMTokwamdA==&mp=5JdvraNzQnzSzI+hC9alEQ==","Penitipan Motor P. Samino","Usaha Utama  : Penitipan Motor","Produk Utama : Penitipan Motor","Abp Gani  RT/RW  06/ 

                                        Kelurahan PENAJAM Kecamatan PENAJAM Kabupaten KABUPATEN PENAJAM PASER UTARA Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 10,20 Juta","Rp. 180,00 Juta","- %/Tahun","Rp. 4,50 Juta","Rp. 10,00 Juta","5"
"1622322660-5832","https://www.bi.go.id/bisaid","Salon Ella","https://www.bi.go.id/bisaid/bisaid/Detail?pm=nR0Az0TGIpZ6JpJfW+doZg==&mp=xI6rAeQkygTAn3Z625IGLg==","Salon Ella","Usaha Utama  : Jasa Salon","Produk Utama : Gunting, Perawatan Rambut","Sungai Baung RT/RW  9/ 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN BATANG HARI Provinsi JAMBI 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 21,00 Juta","Rp. 36,00 Juta","- %/Tahun","Rp. 0,00 Juta","Rp. 109,00 Juta","5"
"1622323040-5920","https://www.bi.go.id/bisaid","Yotromoro 2","https://www.bi.go.id/bisaid/bisaid/Detail?pm=BpgB4GsWmHzSfTkOj7yfqg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","Yotromoro 2","Usaha Utama  : Vermak Levis","Produk Utama : Vermak Levis, Perbaikan Levis","Jl. Ki Maja No.66 RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BANDAR LAMPUNG Provinsi LAMPUNG 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 10,00 Juta","Rp. 26,00 Juta","10 %/Tahun","Rp. 2,70 Juta","Rp. 60,00 Juta","7"
"1622322666-5834","https://www.bi.go.id/bisaid","Penjahit Erdian","https://www.bi.go.id/bisaid/bisaid/Detail?pm=6+5rcITVmNfmsNpCmTpx2Q==&mp=xI6rAeQkygTAn3Z625IGLg==","Penjahit Erdian","Usaha Utama  :  Penjahit","Produk Utama : Jasa Jahit Pakaian","Abdul Rahman Saleh RT/RW  6/6/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA JAMBI Provinsi JAMBI 

                                        Telp : - Fax : -","Perorangan","3","Retail dan Distributor","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   30,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   70,00 %","Sedang","Rp. 506,00 Juta","Rp. 180,00 Juta","- %/Tahun","Rp. 10,00 Juta","Rp. 482,00 Juta","8"
"1622322857-5866","https://www.bi.go.id/bisaid","RUMAH CUCI HAYATI","https://www.bi.go.id/bisaid/bisaid/Detail?pm=r3sAnlKf6mLuxpmlwx1v5A==&mp=Bjv3m4lcInn46OWc4jy6kQ==","RUMAH CUCI HAYATI","Usaha Utama  : LOUNDRY","Produk Utama : LOUNDRY (PAKAIAN DLL)","H.M. RAFI'I BTN B.RINDANG RT/RW  6/2/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN KOTAWARINGIN BARAT Provinsi KALIMANTAN TENGAH 

                                        Telp : 85750428515 Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   0,00 %","Sedang","Rp. 61,00 Juta","Rp. 140,00 Juta","18 %/Tahun","Rp. 10,00 Juta","Rp. 75,00 Juta","4"
