web-scraper-order,web-scraper-start-url,Url,Url-href,Nama,Usaha Utama,Produk Utama,Alamat,Nama Badan Hukum,Jumlah Tenaga Kerja,Sistem Penjualan,Target Pasar Utama (Produk Masal),Target Pasar Utama (Produk Spesifik),Tingkat Pesaing Usaha,Total Aset,Penjualan Rata-Rata per Tahun,Proyeksi Pertumbuhan Penjualan (/tahun),Kebutuhan Pembiayaan Kredit,Nilai Aset yang dapat menjadi jaminan kredit,Jumlah Dokumen Persyaratan Kredit
"1622321577-5722","https://www.bi.go.id/bisaid","RIZKIA MOTOR","https://www.bi.go.id/bisaid/bisaid/Detail?pm=hI3dLFRU3ZVd9puJEBwCIQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","RIZKIA MOTOR","Usaha Utama  : BENGKEL DAN JUAL ONDERDIL MOTOR","Produk Utama : JASA BENGKEL DAN ONDERDIL","KANTOR CAMAT DEPAN SPBU RT/RW  4/2/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA TERNATE Provinsi MALUKU UTARA 

                                        Telp : TIDAK ADA Fax : -","Perorangan","5","Retail","Tidak Ada   50,00 %","Tidak Ada   50,00 %","Sedang","Rp. 2.246,00 Juta","Rp. 441,00 Juta","20 %/Tahun","Rp. 0,00 Juta","Rp. 2.231,00 Juta","9"
"1622321584-5724","https://www.bi.go.id/bisaid","Pangkas Rambut Win","https://www.bi.go.id/bisaid/bisaid/Detail?pm=s+WdoMawt7ZQ436Qr0EIVg==&mp=Bjv3m4lcInn46OWc4jy6kQ==","Pangkas Rambut Win","Usaha Utama  : Jasa Pangkas Rambut","Produk Utama : Jasa Pangkas Rambut","Simpang Lebong RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN REJANG LEBONG Provinsi BENGKULU 

                                        Telp : 87894629150 Fax : -","Perorangan","3","Retail","Tidak Ada   0,00 %","Tidak Ada   100,00 %","Sedang","Rp. 70,20 Juta","Rp. 102,00 Juta","15 %/Tahun","Rp. 0,00 Juta","Rp. 191,00 Juta","5"
"1622321765-5753","https://www.bi.go.id/bisaid","DJava Net","https://www.bi.go.id/bisaid/bisaid/Detail?pm=J+JmpytzgZdRgmE2H6uhlg==&mp=JHuIBacQ7Iz+a8xx8lclUA==","DJava Net","Usaha Utama  : Warnet","Produk Utama : Warnet","Jend. Sudirman RT/RW  1/1/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA METRO Provinsi LAMPUNG 

                                        Telp : - Fax : -","Perorangan","1","Retail","Tidak Ada   0,00 %","Tidak Ada   0,00 %","Sedang","Rp. 130,75 Juta","Rp. 60,00 Juta","25 %/Tahun","Rp. 10,00 Juta","Rp. 98,00 Juta","4"
"1622321598-5727","https://www.bi.go.id/bisaid","CV. Fauzin Pratama","https://www.bi.go.id/bisaid/bisaid/Detail?pm=K2QYaTRPsHZqnvP3lKlD9Q==&mp=Bjv3m4lcInn46OWc4jy6kQ==","CV. Fauzin Pratama","Usaha Utama  : Foto Copy Dan Percetakan","Produk Utama : Foro Copy","Kapten Patimura RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KOTA TERNATE Provinsi MALUKU UTARA 

                                        Telp : 81356319917 Fax : -","CV","9","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 725,00 Juta","Rp. 360,00 Juta","30 %/Tahun","Rp. 0,00 Juta","Rp. 1.600,00 Juta","10"
"1622321777-5755","https://www.bi.go.id/bisaid","Pangkas Rambut Sama Jaya","https://www.bi.go.id/bisaid/bisaid/Detail?pm=Q3fMVzLJOyUF9jYOHhD7zw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","Pangkas Rambut Sama Jaya","Usaha Utama  : Pangkas Rambut","Produk Utama : Pangkas Rambut","Pramuka RT/RW  1/5/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA SORONG Provinsi PAPUA BARAT 

                                        Telp : 81248092448 Fax : -","Perorangan","2","Retail","Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Sedang","Rp. 102,00 Juta","Rp. 180,00 Juta","20 %/Tahun","Rp. 0,00 Juta","Rp. 67,00 Juta","5"
"1622321663-5735","https://www.bi.go.id/bisaid","Merci","https://www.bi.go.id/bisaid/bisaid/Detail?pm=MMdoJwIgBwODwNd1sYUWBQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==","Merci","Usaha Utama  : Jahit Pakaian","Produk Utama : Jahitan","Dr. Kayadoe RT/RW  1/5/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA AMBON Provinsi MALUKU 

                                        Telp : - Fax : -","Perorangan","1","Retail","Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Rendah","Rp. 75,60 Juta","Rp. 140,00 Juta","10 %/Tahun","Rp. 9,00 Juta","Rp. 0,00 Juta","2"
"1622321471-5699","https://www.bi.go.id/bisaid","Rosilla Salon","https://www.bi.go.id/bisaid/bisaid/Detail?pm=5X8EbcKXcsjtL2JzLl/VEw==&mp=5JdvraNzQnzSzI+hC9alEQ==","Rosilla Salon","Usaha Utama  : Salon Rambut","Produk Utama : Salon Rambut","Pangeran Antasari No. 120 RT/RW  11/ 

                                        Kelurahan SUMBER REJO Kecamatan BALIKPAPAN TENGAH Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : 542424461 Fax : -","Perorangan","1","Retail","Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tinggi","Rp. 209,55 Juta","Rp. 216,00 Juta","- %/Tahun","Rp. 5,00 Juta","Rp. 1.000,00 Juta","2"
"1622321838-5773","https://www.bi.go.id/bisaid","Victory Salon","https://www.bi.go.id/bisaid/bisaid/Detail?pm=hvEV7a2nem/YuChEhgyE/A==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","Victory Salon","Usaha Utama  : Jasa Salon","Produk Utama : Salon Dan Rias Pengantin","Johar  RT/RW  3/4/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA SORONG Provinsi PAPUA BARAT 

                                        Telp : 85344834894 Fax : -","Perorangan","3","Retail","Tidak Ada   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Sedang","Rp. 20,00 Juta","Rp. 132,00 Juta","10 %/Tahun","Rp. 0,00 Juta","Rp. 87,00 Juta","6"
"1622321651-5733","https://www.bi.go.id/bisaid","IDOLA TAYLOR","https://www.bi.go.id/bisaid/bisaid/Detail?pm=G8OM9RU1FA1lE4d26wjduw==&mp=fOhzApotY5QnAtxxXvjAfA==","IDOLA TAYLOR","Usaha Utama  : JAHITAN BAJU PRIA","Produk Utama : BAJU","SENGEDA - NUNANG ANTARA RT/RW  00/00 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN ACEH TENGAH Provinsi ACEH 

                                        Telp : - Fax : -","Perorangan","3","Retail","Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan)   100,00 %","Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan)   100,00 %","Sedang","Rp. 60.200,00 Juta","Rp. 5.600,00 Juta","10 %/Tahun","Rp. 0,00 Juta","Rp. 600,00 Juta","3"
"1622321549-5717","https://www.bi.go.id/bisaid","Fajar Elektro","https://www.bi.go.id/bisaid/bisaid/Detail?pm=QmiOjBrVB6dcA8cZ9plZhA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","Fajar Elektro","Usaha Utama  : Jasa Servis","Produk Utama : Servis Tape, Power, CD/DVD, Resiver","Yos Sudarso RT/RW  10/10/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN MANOKWARI Provinsi PAPUA BARAT 

                                        Telp : 81344317304 Fax : -","Perorangan","1","Retail","Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Rendah","Rp. 10,00 Juta","Rp. 40,00 Juta","20 %/Tahun","Rp. 0,00 Juta","Rp. 10,00 Juta","6"
"1622321676-5737","https://www.bi.go.id/bisaid","Mode Net","https://www.bi.go.id/bisaid/bisaid/Detail?pm=S7zxQseRWElE4UTIJJcopQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Mode Net","Usaha Utama  : Jasa rental Internet","Produk Utama : Penyewaan Internet","Slamet Riyadi I No 3A RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KOTA JAKARTA TIMUR Provinsi DKI JAKARTA 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 107,00 Juta","Rp. 123,00 Juta","30 %/Tahun","Rp. 10,00 Juta","Rp. 150,00 Juta","5"
"1622321611-5730","https://www.bi.go.id/bisaid","Foto Copy Sunarti","https://www.bi.go.id/bisaid/bisaid/Detail?pm=jP9okpp72qzLahDPkC5NZA==&mp=Bjv3m4lcInn46OWc4jy6kQ==","Foto Copy Sunarti","Usaha Utama  : Fotocopy","Produk Utama : Foto Copy, Laminating Dll","Cipinang Pulo Maja RT/RW  11/11/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA JAKARTA TIMUR Provinsi DKI JAKARTA 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 911,50 Juta","Rp. 234,00 Juta","20 %/Tahun","Rp. 10,00 Juta","Rp. 860,00 Juta","6"
"1622321789-5758","https://www.bi.go.id/bisaid","Servis Jok Penjahit Pria & Wanita","https://www.bi.go.id/bisaid/bisaid/Detail?pm=bl9TlqoqPKS6g3GB+0Xzow==&mp=Bjv3m4lcInn46OWc4jy6kQ==","Servis Jok Penjahit Pria & Wanita","Usaha Utama  : Servis Jok dan Jahit","Produk Utama : -","Soekarno Hatta Km 2.5 No. 12 RT/RW  01/- 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail","Tidak Ada   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Sedang","Rp. 7,50 Juta","Rp. 28,80 Juta","10 %/Tahun","Rp. 9,00 Juta","Rp. 11,00 Juta","4"
"1622321693-5740","https://www.bi.go.id/bisaid","Levis Taylor","https://www.bi.go.id/bisaid/bisaid/Detail?pm=cph9RKTCMCs5umv2Nnuyww==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","Levis Taylor","Usaha Utama  : Jasa Penjahit","Produk Utama : -","Simpang Kara RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KOTA B A T A M Provinsi KEPULAUAN RIAU 

                                        Telp : - Fax : -","Perorangan","1","Retail","Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   90,00 %","Sedang","Rp. 0,00 Juta","Rp. 0,00 Juta","0 %/Tahun","Rp. 0,00 Juta","Rp. 4,00 Juta","3"
"1622321771-5754","https://www.bi.go.id/bisaid","Penjahit Saipul","https://www.bi.go.id/bisaid/bisaid/Detail?pm=5Q7tfCoSKR1rnFneISolPg==&mp=JHuIBacQ7Iz+a8xx8lclUA==","Penjahit Saipul","Usaha Utama  : Jahit Pakaian","Produk Utama : Pakaian","Jalan Raya Way Kambas RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN LAMPUNG TIMUR Provinsi LAMPUNG 

                                        Telp : - Fax : -","Perorangan","1","Retail","Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Rendah","Rp. 15,50 Juta","Rp. 84,00 Juta","10 %/Tahun","Rp. 10,00 Juta","Rp. 108,00 Juta","5"
"1622321831-5771","https://www.bi.go.id/bisaid","DIAN  KURSUS","https://www.bi.go.id/bisaid/bisaid/Detail?pm=08Irr2EClpa2pSqBWCWaOg==&mp=Bjv3m4lcInn46OWc4jy6kQ==","DIAN  KURSUS","Usaha Utama  : KURSUS MENJAHIT","Produk Utama : MENJAHIT","SIMP. MARBAU  RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN LABUHAN BATU UTARA Provinsi SUMATERA UTARA 

                                        Telp : - Fax : -","Perorangan","1","Retail","Tidak Ada   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Rendah","Rp. 15,86 Juta","Rp. 14,40 Juta","10 %/Tahun","Rp. 8,00 Juta","Rp. 12,00 Juta","7"
"1622321796-5760","https://www.bi.go.id/bisaid","Permak Levis Artomoro","https://www.bi.go.id/bisaid/bisaid/Detail?pm=FS1gfR+64yQYEYTFofxH2g==&mp=JHuIBacQ7Iz+a8xx8lclUA==","Permak Levis Artomoro","Usaha Utama  : Jasa Jahit","Produk Utama : Baju,celana,jas","Al Barkah RT/RW  40673 

                                        Kelurahan - Kecamatan - Kabupaten KOTA TANGERANG Provinsi BANTEN 

                                        Telp : 85814738356 Fax : -","Perorangan","3","Retail","Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Sedang","Rp. 38,00 Juta","Rp. 144,00 Juta","25 %/Tahun","Rp. 10,00 Juta","Rp. 10,00 Juta","4"
"1622321709-5744","https://www.bi.go.id/bisaid","Penjahit Amoniko Demus","https://www.bi.go.id/bisaid/bisaid/Detail?pm=aMU72MCt3+QZMOiompmV+g==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","Penjahit Amoniko Demus","Usaha Utama  : Penjahit Pakaian","Produk Utama : Baju Dan Celana Pria","Lagundri RT/RW  0/0 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN NIAS SELATAN Provinsi SUMATERA UTARA 

                                        Telp : 0 Fax : -","Perorangan","2","Retail dan Distributor","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   25,00 %","Tidak Ada   75,00 %","Rendah","Rp. 125,00 Juta","Rp. 60,00 Juta","20 %/Tahun","Rp. 0,00 Juta","Rp. 120,00 Juta","4"
"1622321758-5752","https://www.bi.go.id/bisaid","Bengkel Las Roni","https://www.bi.go.id/bisaid/bisaid/Detail?pm=zvX6EJRxmE+dsCqrsjvbgA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","Bengkel Las Roni","Usaha Utama  : Usaha Las Pagar, Kanopi","Produk Utama : Tralis, Pagar, Kanopi","Jln.  Pulau Sebesi No.6 RT/RW  1/1/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BANDAR LAMPUNG Provinsi LAMPUNG 

                                        Telp : - Fax : -","Perorangan","2","Retail","Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Rendah","Rp. 14,00 Juta","Rp. 44,00 Juta","20 %/Tahun","Rp. 9,00 Juta","Rp. 152,00 Juta","6"
"1622321806-5763","https://www.bi.go.id/bisaid","Penjahit Camel","https://www.bi.go.id/bisaid/bisaid/Detail?pm=zVreIGKTSdMUsZGDegBC+w==&mp=fOhzApotY5QnAtxxXvjAfA==","Penjahit Camel","Usaha Utama  : Penjahit","Produk Utama : Pakaian Jadi","Jend. Sudirman Blok D RT/RW  -/- 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","3","Retail","Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tinggi","Rp. 18,50 Juta","Rp. 90,00 Juta","10 %/Tahun","Rp. 10,00 Juta","Rp. 8,00 Juta","5"
"1622321553-5718","https://www.bi.go.id/bisaid","Crazy Net","https://www.bi.go.id/bisaid/bisaid/Detail?pm=TOMY18kufCsJidEOGI2kdQ==&mp=JHuIBacQ7Iz+a8xx8lclUA==","Crazy Net","Usaha Utama  : Warnet","Produk Utama : Warnet Dan Game Online","Pondok Jagung Raya RT/RW  40674 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN TANGERANG Provinsi BANTEN 

                                        Telp : 85218137305 Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   0,00 %","Sedang","Rp. 272,00 Juta","Rp. 144,00 Juta","20 %/Tahun","Rp. 0,00 Juta","Rp. 185,00 Juta","-"
"1622321509-5708","https://www.bi.go.id/bisaid","QUENS","https://www.bi.go.id/bisaid/bisaid/Detail?pm=5djHXmsM4gy33iVQDwBreg==&mp=Bjv3m4lcInn46OWc4jy6kQ==","QUENS","Usaha Utama  : JAHIT","Produk Utama : MENJAHIT","SIMP. MARBAU  RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN LABUHAN BATU UTARA Provinsi SUMATERA UTARA 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   10,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   90,00 %","Rendah","Rp. 58,62 Juta","Rp. 14,40 Juta","14 %/Tahun","Rp. 0,00 Juta","Rp. 0,00 Juta","8"
"1622321815-5766","https://www.bi.go.id/bisaid","Sunshinecitylight","https://www.bi.go.id/bisaid/bisaid/Detail?pm=8XJwY+loX1U2HR9pXfR2nA==&mp=fOhzApotY5QnAtxxXvjAfA==","Sunshinecitylight","Usaha Utama  : Fotografi","Produk Utama : Foto","Arjuna No.21 Inpres IV RT/RW  8/- 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","3","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 185,85 Juta","Rp. 84,00 Juta","10 %/Tahun","Rp. 10,00 Juta","Rp. 8,00 Juta","5"
"1622321503-5707","https://www.bi.go.id/bisaid","CV Alfitama Prima","https://www.bi.go.id/bisaid/bisaid/Detail?pm=x7CA8kxmYbiAvnjvZqs6zg==&mp=xI6rAeQkygTAn3Z625IGLg==","CV Alfitama Prima","Usaha Utama  : General Contractor","Produk Utama : General Contractor Supliyer","Propinsi Km 12 RT/RW  01/ 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN PENAJAM PASER UTARA Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","CV","10","Retail","Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan)   25,00 %","Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan)   75,00 %","Sedang","Rp. 404,00 Juta","Rp. 800,00 Juta","- %/Tahun","Rp. 1,00 Juta","Rp. 15,00 Juta","8"
"1622321751-5751","https://www.bi.go.id/bisaid","Lestari Glass","https://www.bi.go.id/bisaid/bisaid/Detail?pm=Sx4drn/jQvfl7Qsm/ix53g==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","Lestari Glass","Usaha Utama  : Ukiran Kaca","Produk Utama : Ukiran Kaca,kaca Patri, Kaca Gravir","Jl. P.Sebesi Jembatan Biru  RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BANDAR LAMPUNG Provinsi LAMPUNG 

                                        Telp : - Fax : -","Perorangan","2","Retail","Tidak Ada   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Rendah","Rp. 19,00 Juta","Rp. 35,00 Juta","20 %/Tahun","Rp. 9,00 Juta","Rp. 200,00 Juta","8"
"1622321479-5701","https://www.bi.go.id/bisaid","Ramayana Tailor","https://www.bi.go.id/bisaid/bisaid/Detail?pm=a9wUKiKw+5+fRaYoruIo/g==&mp=5JdvraNzQnzSzI+hC9alEQ==","Ramayana Tailor","Usaha Utama  : Penjahit","Produk Utama : Pakaian","Ulin Raya Perumnas No. 63 Blok 4 RT/RW  10/ 

                                        Kelurahan BATU AMPAR Kecamatan BALIKPAPAN UTARA Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","4","Retail","Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Sedang","Rp. 390,20 Juta","Rp. 630,00 Juta","- %/Tahun","Rp. 7,50 Juta","Rp. 832,00 Juta","6"
"1622321499-5706","https://www.bi.go.id/bisaid","Konveksi","https://www.bi.go.id/bisaid/bisaid/Detail?pm=3znji5ye4KnCBfczDA4DtA==&mp=fOhzApotY5QnAtxxXvjAfA==","Konveksi","Usaha Utama  : Konveksi","Produk Utama : Wear Pack","Perumnas Batu Aji RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KOTA B A T A M Provinsi KEPULAUAN RIAU 

                                        Telp : - Fax : -","Perorangan","5","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   50,00 %","Tinggi","Rp. 108.000.000,00 Juta","Rp. 70.000.000,00 Juta","20 %/Tahun","Rp. 0,00 Juta","Rp. 95.000.000,00 Juta","6"
"1622321563-5720","https://www.bi.go.id/bisaid","Dreamland Net","https://www.bi.go.id/bisaid/bisaid/Detail?pm=v11HrDTtBWV1aUZFpsnrZw==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Dreamland Net","Usaha Utama  : Jasa penyewaan Internet","Produk Utama : Internet","Jl. Raya Bintaro Permai no.31 RT/RW  40852 

                                        Kelurahan - Kecamatan - Kabupaten KOTA TANGERANG Provinsi BANTEN 

                                        Telp : - Fax : -","Perorangan","3","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Tinggi","Rp. 55,60 Juta","Rp. 125,00 Juta","20 %/Tahun","Rp. 0,00 Juta","Rp. 40,00 Juta","2"
"1622321644-5732","https://www.bi.go.id/bisaid","Usaha Las","https://www.bi.go.id/bisaid/bisaid/Detail?pm=cL9Eu9Qgi74owrCQbguGHQ==&mp=JHuIBacQ7Iz+a8xx8lclUA==","Usaha Las","Usaha Utama  : Usaha Las","Produk Utama : Jasa Las","Setia Batin RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN LAMPUNG TIMUR Provinsi LAMPUNG 

                                        Telp : - Fax : -","Perorangan","1","Retail","Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Rendah","Rp. 13,50 Juta","Rp. 94,00 Juta","10 %/Tahun","Rp. 5,00 Juta","Rp. 87,00 Juta","5"
"1622321483-5702","https://www.bi.go.id/bisaid","Hidayat Collection","https://www.bi.go.id/bisaid/bisaid/Detail?pm=q8+VyxgymNueHSwjTJlH6w==&mp=5JdvraNzQnzSzI+hC9alEQ==","Hidayat Collection","Usaha Utama  : Penjahit","Produk Utama : Pakaian","Gunung Rejo No. 16 RT/RW  25/ 

                                        Kelurahan GUNUNG SARI ULU Kecamatan BALIKPAPAN TENGAH Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail","Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Sedang","Rp. 4,80 Juta","Rp. 144,00 Juta","- %/Tahun","Rp. 7,20 Juta","Rp. 3,00 Juta","4"
"1622321513-5709","https://www.bi.go.id/bisaid","Rema Salon","https://www.bi.go.id/bisaid/bisaid/Detail?pm=xNLCToZhoe2rVu5IB6WXWg==&mp=Bjv3m4lcInn46OWc4jy6kQ==","Rema Salon","Usaha Utama  : Salon","Produk Utama : Kecantikan","Ponirin 51  RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN KEPAHIANG Provinsi BENGKULU 

                                        Telp : - Fax : -","Perorangan","11","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 262,00 Juta","Rp. 120,00 Juta","40 %/Tahun","Rp. 0,00 Juta","Rp. 212,00 Juta","9"
"1622321793-5759","https://www.bi.go.id/bisaid","Siti Taylor","https://www.bi.go.id/bisaid/bisaid/Detail?pm=I/n9Nh7BGjm7OSWdckVHHQ==&mp=fOhzApotY5QnAtxxXvjAfA==","Siti Taylor","Usaha Utama  : Penjahit","Produk Utama : Pakaian","Rico, Gang Aman RT/RW  22/- 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail","Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Rendah","Rp. 68,00 Juta","Rp. 29,30 Juta","10 %/Tahun","Rp. 5,00 Juta","Rp. 65,00 Juta","4"
"1622321474-5700","https://www.bi.go.id/bisaid","Percetakan Nabilla Mode","https://www.bi.go.id/bisaid/bisaid/Detail?pm=A8H36n78qXkdUNdAyDaGWg==&mp=5JdvraNzQnzSzI+hC9alEQ==","Percetakan Nabilla Mode","Usaha Utama  : Stempel","Produk Utama : Stempel","Soekarno-Hatta Km. 1,5 No. 4 RT/RW  42/ 

                                        Kelurahan GUNUNG SAMARINDA Kecamatan BALIKPAPAN UTARA Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","3","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Tinggi","Rp. 18,00 Juta","Rp. 300,00 Juta","- %/Tahun","Rp. 9,00 Juta","Rp. 2,00 Juta","3"
"1622321536-5714","https://www.bi.go.id/bisaid","Warnet Ferry","https://www.bi.go.id/bisaid/bisaid/Detail?pm=R+Dcd3fcERlWk0NzTiOJAg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","Warnet Ferry","Usaha Utama  : Warnet","Produk Utama : Game Online","A. Yani RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN PESAWARAN Provinsi LAMPUNG 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 30,00 Juta","Rp. 20,00 Juta","10 %/Tahun","Rp. 10,00 Juta","Rp. 10,00 Juta","7"
"1622321834-5772","https://www.bi.go.id/bisaid","Sari Tailor","https://www.bi.go.id/bisaid/bisaid/Detail?pm=cgkTFQZe76Qkof6BhesbIg==&mp=2BbfzMJpZb2nANZ3GT30ng==","Sari Tailor","Usaha Utama  : Penjahit","Produk Utama : Penjahit","Jl Arum Binang No.3 Kebumen RT/RW  40787 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN KEBUMEN Provinsi JAWA TENGAH 

                                        Telp : - Fax : -","Perorangan","6","Retail dan Distributor","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   60,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   40,00 %","Rendah","Rp. 54,00 Juta","Rp. 40,00 Juta","40 %/Tahun","Rp. 6,00 Juta","Rp. 70,00 Juta","5"
