URL,Nama,Kategori,Usaha Utama,Produk Utama,Provinsi,Alamat,Nama Badan Hukum,Jumlah Tenaga Kerja,Sistem Penjualan,Target Pasar Utama (Produk Masal),Target Pasar Utama (Produk Spesifik),Tingkat Pesaing Usaha,Total Aset (Juta),Penjualan Rata-Rata (Juta/Tahun),Proyeksi Pertumbuhan Penjualan (%/Tahun),Kebutuhan Pembiayaan Kredit (Juta),Nilai Aset Jaminan Kredit (Juta),Jumlah Dokumen Persyaratan Kredit
https://www.bi.go.id/bisaid/bisaid/Detail?pm=IvRkJY59u/X11f/7KFueYg==&mp=2BbfzMJpZb2nANZ3GT30ng==,Pembuatan Roti Tape,Industri Pengolahan,Pembuatan Roti Tape,Roti Tape,Sumatera selatan,"Dr. Suprapto Lrg. Swadaya RT/RW  40819 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN OGAN KOMERING ULU Provinsi SUMATERA SELATAN 

                                        Telp : - Fax : -",Perorangan,2.0,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,45.00,78.00,15,5.25,40.00,3
https://www.bi.go.id/bisaid/bisaid/Detail?pm=iYr1qe5e59oSiQZ5BbXARw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Satria Motor,Industri Pengolahan,Pembuatan Jok Motor / mobil,Jok motror / mobil,Sumatera barat,"M. Thamrin No. 58 Padang RT/RW  40544 

                                        Kelurahan - Kecamatan - Kabupaten KOTA PADANG Provinsi SUMATERA BARAT 

                                        Telp : - Fax : -",Perorangan,5.0,-,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   20,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   80,00 %",Rendah,27.50,46.20,25,6.00,9.00,6
https://www.bi.go.id/bisaid/bisaid/Detail?pm=MEC20jR+ssHoRf1WI5VfHQ==&mp=Q47xnX4Fmgxfelhgew2rrQ==,Keripik Singkong,Industri Pengolahan,Keripik Singkong,Keripik Singkong,Kepulauan bangka belitung,"Siderejo RT/RW  3/1/2020 

                                        Kelurahan SUNGAI DAENG Kecamatan MENTOK Kabupaten KABUPATEN BANGKA BARAT Provinsi KEPULAUAN BANGKA BELITUNG 

                                        Telp : - Fax : -",Perorangan,1.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,1.00,22.50,0,5.00,50.00,4
https://www.bi.go.id/bisaid/bisaid/Detail?pm=HxyymM/Ncz3tc7E9+eJLWg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Tempe Wijayanto,Industri Pengolahan,Produksi Tempe,Tempe,Jawa tengah,"Nglundu RT/RW  2/1/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN BOYOLALI Provinsi JAWA TENGAH 

                                        Telp : 85647529263 Fax : -",Perorangan,2.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Tinggi,14830000.00,95.40,10,2.00,5.00,4
https://www.bi.go.id/bisaid/bisaid/Detail?pm=sG1KmAj3PZJNJpm5LNpngQ==&mp=xI6rAeQkygTAn3Z625IGLg==,Industri Pengolahan Tahu Tela,Industri Pengolahan,Tahu Tela,Tahu Tela,Bali,"Jend Sudirman RT/RW  15/ 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -",Perorangan,1.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,26.34,86.40,0,3.00,25.00,3
https://www.bi.go.id/bisaid/bisaid/Detail?pm=GvtZZUNDyFqolXxlm7lJnA==&mp=xI6rAeQkygTAn3Z625IGLg==,Percatakan Daun Ukir,Industri Pengolahan,Stempel,Stempel,Bali,"S Parman No 79 RT/RW  02/ 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -",Perorangan,2.0,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,14.53,40.00,0,10.00,2.48,2
https://www.bi.go.id/bisaid/bisaid/Detail?pm=38V5nly9y5Vv2tlXN75PlQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Ud. Sumber Hasil,Industri Pengolahan,Pembuatan Batu Bata Merah,Batu Bata Merah,Jawa tengah,"Blancir  RT/RW  40706 

                                        Kelurahan - Kecamatan - Kabupaten KOTA SEMARANG Provinsi JAWA TENGAH 

                                        Telp : - Fax : -",Perorangan,6.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,1476.35,168.00,65,10.00,1465.00,8
https://www.bi.go.id/bisaid/bisaid/Detail?pm=kar6w77ucnVI06R0PYRKPA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Olviana,Industri Pengolahan,Pembuatan Kue,Kue,Sulawesi utara,"- RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KOTA TOMOHON Provinsi SULAWESI UTARA 

                                        Telp : - Fax : -",Perorangan,3.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,99.50,100.00,10,5.00,126.00,5
https://www.bi.go.id/bisaid/bisaid/Detail?pm=cZz7nRkg6lhrwLgJVaxR2g==&mp=JHuIBacQ7Iz+a8xx8lclUA==,UD Karya Mustika,Industri Pengolahan,Pengolahan Kayu,"Kusen Pintu,cendela",Banten,"Merpati Raya No 22 RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KOTA TANGERANG Provinsi BANTEN 

                                        Telp : 81586125334 Fax : -",Perorangan,11.0,Retail,"Tidak Ada   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %",Sedang,195.00,600.00,50,0.00,380.00,8
https://www.bi.go.id/bisaid/bisaid/Detail?pm=hcNSDdPB5W+mIzOovb4nSA==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Pempek Jimmy Devaten,Industri Pengolahan,Usaha Pempek,Pempek,Sumatera selatan,"Depaten Lama Lr. Kelayu No. 222 RT/RW  11/4/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA PALEMBANG Provinsi SUMATERA SELATAN 

                                        Telp : 0711 7022762 Fax : -",Perorangan,5.0,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   80,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   20,00 %",Tinggi,181.00,250.00,20,9.00,150.00,8
https://www.bi.go.id/bisaid/bisaid/Detail?pm=8MdN0BAHR45utlX5l829jA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Krupuk Hasil Laut,Industri Pengolahan,Memproduksi Krupuk,Krupuk Hasil Laut & Krupuk Kulit Ikan,Jawa tengah,"Udowo Timur I / 6 RT/RW  7/10/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA SEMARANG Provinsi JAWA TENGAH 

                                        Telp : 024 70876630 Fax : -",Perorangan,3.0,Retail dan Distributor,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,5.87,153.00,15,4.50,91.00,4
https://www.bi.go.id/bisaid/bisaid/Detail?pm=i0XprHIvrSSIMw44Q2qGRA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Dandang Suhaidi,Industri Pengolahan,Pembuatan Dandang,Dandang,Sumatera selatan,"Bukit Lebar No I RT/RW  40636 

                                        Kelurahan - Kecamatan - Kabupaten KOTA PRABUMULIH Provinsi SUMATERA SELATAN 

                                        Telp : - Fax : -",Perorangan,3.0,Distributor,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,36.36,100.50,15,3.00,0.00,4
https://www.bi.go.id/bisaid/bisaid/Detail?pm=izNu07j2i0D9R1Ol9WOyPw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Usaha Batu Merah Dg. Taba,Industri Pengolahan,Pembuatan Batu Bata,Batu Bata,Sulawesi selatan,"Tamattia RT/RW  40639 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN GOWA Provinsi SULAWESI SELATAN 

                                        Telp : - Fax : -",Perorangan,6.0,Distributor,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   60,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   40,00 %",Sedang,32.60,260.00,20,0.00,32.00,3
https://www.bi.go.id/bisaid/bisaid/Detail?pm=iGKD1Y/FkdEN9nQsXSE24Q==&mp=2BbfzMJpZb2nANZ3GT30ng==,Industri Kerupuk Sagu,Industri Pengolahan,Membuat Kerupuk Sagu,Kerupuk Sagu,Sumatera barat,"Jl. Guguk Gadang Simpang Gobah RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN TANAH DATAR Provinsi SUMATERA BARAT 

                                        Telp : 81374851401 Fax : -",Perorangan,2.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,112.00,24.00,15,10.00,50.00,4
https://www.bi.go.id/bisaid/bisaid/Detail?pm=S2Q+O9Im6QiTn5CNPJFbwQ==&mp=xI6rAeQkygTAn3Z625IGLg==,Pembuatan Sambel Kacang Kemasan,Industri Pengolahan,Sambel Kacang,Sambal Kacang,Kalimantan timur,"Senaken RT/RW  11/ 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN PASER Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -",Perorangan,2.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,7.60,99.50,0,5.00,515.50,6
https://www.bi.go.id/bisaid/bisaid/Detail?pm=0MQOIdRtf9nuHVPrZLAbtQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Usaha Pembuatan Tempe,Industri Pengolahan,Pembuatan Tahu,Tahu,Sumatera utara,"Surya Haji No.66 Dusun VII RT/RW  36617 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN DELI SERDANG Provinsi SUMATERA UTARA 

                                        Telp : - Fax : -",Perorangan,3.0,Retail dan Distributor,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   0,00 %",Sedang,137.15,43.20,20,10.00,63.00,4
https://www.bi.go.id/bisaid/bisaid/Detail?pm=gaUJm3DND8A5JPnRg5Y//A==&mp=xI6rAeQkygTAn3Z625IGLg==,Kerupuk Tumbar Ponidi Putra,Industri Pengolahan,Kerupuk,Kerupuk Tumbar,Jambi,"Gajah Mada RT/RW  9/3/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN BATANG HARI Provinsi JAMBI 

                                        Telp : - Fax : -",Perorangan,2.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,37.00,52.80,0,8.00,8.00,5
https://www.bi.go.id/bisaid/bisaid/Detail?pm=lGPvtvnawllBEuOl4dq2oQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Nopia Narwan,Industri Pengolahan,Mino,Mino,Jawa tengah,"Raya Sirayu 8P RT/RW  3/4/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN BANYUMAS Provinsi JAWA TENGAH 

                                        Telp : 8193228828 Fax : -",Perorangan,16.0,Retail dan Distributor,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   80,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   20,00 %",Sedang,3110.00,1110.00,20,10.00,0.00,9
https://www.bi.go.id/bisaid/bisaid/Detail?pm=4slKrBtay+V11Jo6PUjOHA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Arisma Jaya,Industri Pengolahan,Pembuatan Tas dan Sepatu,"Sepatu, Tas, Sandal",Jawa timur,"Raya Kludan RT/RW  40545 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN SIDOARJO Provinsi JAWA TIMUR 

                                        Telp : - Fax : -",Perorangan,5.0,Retail dan Distributor,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   80,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   20,00 %",Tinggi,683.00,520.00,10,0.00,580.00,9
https://www.bi.go.id/bisaid/bisaid/Detail?pm=kcFBUQ2jA80fqM0qxRKntw==&mp=fOhzApotY5QnAtxxXvjAfA==,Konveksi Zainal,Industri Pengolahan,Konveksi,Bordir Baju Dan Jasa Konveksi,Lampung,"Rajawali RT/RW  1/1/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN LAMPUNG SELATAN Provinsi LAMPUNG 

                                        Telp : 85265630511 Fax : -",Perorangan,1.0,Retail dan Distributor,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   50,00 %",Sedang,82.00,51.00,10,10.00,55.00,7
https://www.bi.go.id/bisaid/bisaid/Detail?pm=vHmPyZTozmtnYAuv82u0Mw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Dodok Painting,Industri Pengolahan,Pembuatan Lukisan,Lukisan,Bali,"Raya Guwang, Sukawati RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN GIANYAR Provinsi BALI 

                                        Telp : - Fax : -",Perorangan,4.0,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   60,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   40,00 %",Tinggi,78.00,210.00,20,0.00,45.00,5
https://www.bi.go.id/bisaid/bisaid/Detail?pm=8DsrhB8p9xJlCKcRWzjK9w==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Makmur Jaya,Industri Pengolahan,Pembuatan Krupuk,Krupuk,Jawa timur,"Dsn. Krajan  RT/RW  1/1/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN BANYUWANGI Provinsi JAWA TIMUR 

                                        Telp : 85331543581 Fax : -",Perorangan,2.0,Retail dan Distributor,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   70,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   30,00 %",Sedang,103.00,102.00,10,0.00,0.00,3
https://www.bi.go.id/bisaid/bisaid/Detail?pm=WRLXLyd16Z+o54LvkEYdYw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,PEMBUAT TAHU SUMEDANG,Industri Pengolahan,PEMBUAT TAHU SUMEDANG,TAHU SUMEDANG,Maluku,"BATU ANGUS/ BELAKANG SD INPRES SANGO RT/RW  00/00 

                                        Kelurahan - Kecamatan - Kabupaten KOTA TERNATE Provinsi MALUKU UTARA 

                                        Telp : TIDAK ADA Fax : -",Perorangan,3.0,Retail dan Distributor,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,52.00,216.00,20,10.00,43.00,6
https://www.bi.go.id/bisaid/bisaid/Detail?pm=ItD6gZk2PHzsI7TaucHJyw==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Usaha Batu Bata,Industri Pengolahan,Pengrajin Batu Bata,Batu Bata,Lampung,"Plangkawati RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN LAMPUNG TIMUR Provinsi LAMPUNG 

                                        Telp : - Fax : -",Perorangan,4.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   60,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   40,00 %",Rendah,20.50,23.10,20,10.00,27.00,5
https://www.bi.go.id/bisaid/bisaid/Detail?pm=i+QsDPAbnhOVkkq3ryh1nA==&mp=xI6rAeQkygTAn3Z625IGLg==,J.Net,Informasi Dan Komunikasi,Warnet,Jasa Warnet,Bali,"Adil Makmur RT/RW  21/ 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -",Perorangan,8.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Tinggi,54.00,35.00,0,1.00,120.00,1
https://www.bi.go.id/bisaid/bisaid/Detail?pm=77a6j03Qp6DTyOSYXuRdzw==&mp=fOhzApotY5QnAtxxXvjAfA==,Service Elektronik Muhidin,Informasi Dan Komunikasi,Service TV,Service TV,Kalimantan timur,"Kapt. Piere Tendean RT/RW  12/ 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN PASER Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -",Perorangan,1.0,Retail,"Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %",Sedang,16.50,115.00,10,5.00,14.00,5
https://www.bi.go.id/bisaid/bisaid/Detail?pm=aAn3y3aAVRAk2jA22WvOMA==&mp=fOhzApotY5QnAtxxXvjAfA==,LOKET PEMBAYARAN LISTRIK,Informasi Dan Komunikasi,LOKET PEMBAYARAN LISTRIK,LOKET PEMBAYARAN LISTRIK,Aceh,"POROS TAKENGON - JAGONG RT/RW  00/00 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN ACEH TENGAH Provinsi ACEH 

                                        Telp : - Fax : -",Perorangan,1.0,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %",Rendah,314000000.00,40000000.00,10,10.00,158.00,9
https://www.bi.go.id/bisaid/bisaid/Detail?pm=mhiMjbkodtv7MLzJNrSKCQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==,GE Net,Informasi Dan Komunikasi,Jasa Internet,Jasa Internet,Bali,"D.I. Panjaitan No.2 RT/RW  78/- 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : 0542 734274 Fax : -",Perorangan,2.0,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   80,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   20,00 %",Tinggi,22.50,704.00,20,10.00,10.00,5
https://www.bi.go.id/bisaid/bisaid/Detail?pm=Ap/omNIg7Sjp88sSosQkXw==&mp=xI6rAeQkygTAn3Z625IGLg==,Salwa Salma Cell,Informasi Dan Komunikasi,Penjualan Pulsa,Pulsa,Bali,"Abdi Praja 4 Blok E11 117 RT/RW  66/ 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -",Perorangan,1.0,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,4.60,30.00,0,10.00,150.00,2
https://www.bi.go.id/bisaid/bisaid/Detail?pm=cfvCs/Rbo4UxTXwak2lNOg==&mp=fOhzApotY5QnAtxxXvjAfA==,Audio Elektronik,Informasi Dan Komunikasi,Perbaikan,Service Komputer,Bali,"Soekarno Hatta No.2 RT/RW  1/- 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -",Perorangan,1.0,Retail,"Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %",Sedang,16.30,216.00,10,10.00,9.00,4
https://www.bi.go.id/bisaid/bisaid/Detail?pm=9nbfI9NdZxcwys3gpRChzQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==,WARNET BINTANG,Informasi Dan Komunikasi,WARNET,PENYEDIAAN SARANA INTERNET,Sulawesi tenggara,"ERLANGGA RT/RW  1/2/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BAUBAU Provinsi SULAWESI TENGGARA 

                                        Telp : 0402 2823680 Fax : -",Perorangan,5.0,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,90.95,94.50,80,0.00,30.00,7
https://www.bi.go.id/bisaid/bisaid/Detail?pm=Uzb+RUOOyBwAgpStvd68zw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Nabon Net,Informasi Dan Komunikasi,Warnet,-,Kepulauan riau,"Sumatera No. 49 RT/RW  1/5/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA TANJUNG PINANG Provinsi KEPULAUAN RIAU 

                                        Telp : - Fax : -",Perorangan,2.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %",Sedang,0.00,0.00,0,10.00,12.00,4
https://www.bi.go.id/bisaid/bisaid/Detail?pm=zuLy7wlseazGf2OM5MueJg==&mp=xI6rAeQkygTAn3Z625IGLg==,Pandi Cell,Informasi Dan Komunikasi,Pulsa,Pulsa,Bali,"Prona 3 No 22 RT/RW  27/ 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -",Perorangan,2.0,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,23.30,92.40,0,5.00,12.00,3
https://www.bi.go.id/bisaid/bisaid/Detail?pm=MB+vAm+/r0QfcqVy9uYDsg==&mp=xI6rAeQkygTAn3Z625IGLg==,Apotik Minarsih,Kesehatan Dan Kegiatan Sosial,Jasa Kesehatan,Obat-Obatan,Jambi,"Keramat Pasir Putih Ds Olak RT/RW  3/ 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN BATANG HARI Provinsi JAMBI 

                                        Telp : - Fax : -",Perorangan,1.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,18.50,18.00,0,5.00,12.00,6
https://www.bi.go.id/bisaid/bisaid/Detail?pm=v0IrtfNZcljc6kXNjpKhew==&mp=xI6rAeQkygTAn3Z625IGLg==,Laboratorium Teknik Gigi Dental Care,Kesehatan Dan Kegiatan Sosial,Lab Teknik Gigi,Gigi,Kalimantan timur,"Lambung Mangkurat RT/RW  10/5/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN PASER Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -",Perorangan,1.0,Retail dan Distributor,"Tidak Ada   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %",Rendah,17.50,7.00,0,10.00,17.40,6
https://www.bi.go.id/bisaid/bisaid/Detail?pm=A+GumEXk/5PMOWMFQF3I7w==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Klinik Harapan Ibu,Kesehatan Dan Kegiatan Sosial,Klinik,Klinik,Banten,"Binong Permai RT/RW  40545 

                                        Kelurahan - Kecamatan - Kabupaten KOTA TANGERANG Provinsi BANTEN 

                                        Telp : - Fax : -",Perorangan,1.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   0,00 %",Sedang,390.00,1200.00,30,0.00,470.00,9
https://www.bi.go.id/bisaid/bisaid/Detail?pm=GkVX3C9+Jf1pEpm8SVm67w==&mp=xI6rAeQkygTAn3Z625IGLg==,Ahli Gigi Mandiri,Kesehatan Dan Kegiatan Sosial,Tukang Gigi,Gigi,Bali,"Jend Sudirman RT/RW  04/ 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -",Perorangan,1.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   75,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   25,00 %",Rendah,65.00,600.00,0,10.00,10.00,2
https://www.bi.go.id/bisaid/bisaid/Detail?pm=HYEFpsYVNaK/qvsYFSISWQ==&mp=xI6rAeQkygTAn3Z625IGLg==,CV Gunung Kawi Phama,Kesehatan Dan Kegiatan Sosial,Apotek,Obat,Bali,"P M Antasari RT/RW  10/ 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -",CV,3.0,Retail dan Distributor,"Memenuhi Order Dari Distributor/Eksportir/Trader   100,00 %","Tidak Ada   0,00 %",Sedang,177.00,620.00,0,5.00,132.00,3
https://www.bi.go.id/bisaid/bisaid/Detail?pm=okqx7h1F3F3aIF6JJKq00g==&mp=Bjv3m4lcInn46OWc4jy6kQ==,KOPERASI RAHMAD AULIA JAYA,Keuangan Dan Asuransi,SIMPAN PINJAM,PADI,Aceh,"MEURAH AHMAD RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN NAGAN RAYA Provinsi ACEH 

                                        Telp : - Fax : -",Koperasi,109.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   0,00 %",Rendah,164.00,480.00,5,0.00,150.00,5
https://www.bi.go.id/bisaid/bisaid/Detail?pm=lRWVjvODuaDl8CPtoR2yDA==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Koperasi Buana Mutiara,Keuangan Dan Asuransi,Simpan Pinjam,"Tabungan, Deposito, Kredit",Bali,"Letjen S. Parman No. 20 RT/RW  24/- 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : 0542 5611405 Fax : -",Koperasi,3.0,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Tinggi,348.30,155.20,10,0.00,0.00,10
https://www.bi.go.id/bisaid/bisaid/Detail?pm=aRgtNqk4Icrj1u7yShwPew==&mp=5JdvraNzQnzSzI+hC9alEQ==,Agung Cell,Keuangan Dan Asuransi,True Money,True Money,Bali,"Gajahmada No. 60B RT/RW  9/ 

                                        Kelurahan - Kecamatan BALIKPAPAN SELATAN Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -",Perorangan,2.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   80,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   20,00 %",Sedang,5.00,288.00,0,2.00,16.00,2
