URL,Nama,Kategori,Usaha Utama,Produk Utama,Alamat,Nama Badan Hukum,Jumlah Tenaga Kerja,Sistem Penjualan,Target Pasar Utama (Produk Masal),Target Pasar Utama (Produk Spesifik),Tingkat Pesaing Usaha,Total Aset (Juta),Penjualan Rata-Rata (Juta/Tahun),Proyeksi Pertumbuhan Penjualan (%/Tahun),Kebutuhan Pembiayaan Kredit (Juta),Nilai Aset Jaminan Kredit (Juta),Jumlah Dokumen Persyaratan Kredit
https://www.bi.go.id/bisaid/bisaid/Detail?pm=efHbohZmPhxaQh7D5CcgfA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Mandiri Sasirangan,Industri Pengolahan,Usaha Utama  : Pembuatan Kain Sasirangan,Produk Utama : Kain Sasirangan,"Jl.A.Yani Km.7,600 Kertak Hanyar II RT/RW  003/001 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN BANJAR Provinsi KALIMANTAN SELATAN 

                                        Telp : - Fax : -",Perorangan,5.0,Retail dan Distributor,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   10,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   90,00 %",Sedang,"Rp. 22,25 Juta","Rp. 12,00 Juta",75 %/Tahun,"Rp. 0,00 Juta","Rp. 70,00 Juta",7
https://www.bi.go.id/bisaid/bisaid/Detail?pm=7A5f8wFmHF7Uf5j8uB/SjQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==,KONVEKSI CIPTA BUSANA,Industri Pengolahan,Usaha Utama  : Penjahit Konveksi,Produk Utama : Penjahit Konveksi,"Perum.bumi Agung Permai RT/RW  6/11/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA SERANG Provinsi BANTEN 

                                        Telp : - Fax : -",Perorangan,6.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   60,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   10,00 %",Tinggi,"Rp. 102,10 Juta","Rp. 234,00 Juta",10 %/Tahun,"Rp. 0,00 Juta","Rp. 113,00 Juta",10
https://www.bi.go.id/bisaid/bisaid/Detail?pm=tokzJpz0mjgLtrdc55lQUA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Meubel Kahar,Industri Pengolahan,Usaha Utama  : Pembuatan Meubel,Produk Utama : Lemari,"Barembeng RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN GOWA Provinsi SULAWESI SELATAN 

                                        Telp : - Fax : -",Perorangan,2.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   70,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   30,00 %",Tinggi,"Rp. 61,00 Juta","Rp. 95,00 Juta",15 %/Tahun,"Rp. 10,00 Juta","Rp. 60,00 Juta",3
https://www.bi.go.id/bisaid/bisaid/Detail?pm=SS62LnTfHlKuaCk8mDAUIQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Sumber Jati,Industri Pengolahan,Usaha Utama  : Pembuatan Kusen,"Produk Utama : Kusen, Jendela, Pintu","Letjen Sutoyo RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN SIDOARJO Provinsi JAWA TIMUR 

                                        Telp : - Fax : -",Perorangan,6.0,Retail,"Tidak Ada   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %",Sedang,"Rp. 17,00 Juta","Rp. 240,00 Juta",20 %/Tahun,"Rp. 10,00 Juta","Rp. 0,00 Juta",5
https://www.bi.go.id/bisaid/bisaid/Detail?pm=/vvGVecprDd0rEGcW3hjug==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Pembuatan Profil Gypsum,Industri Pengolahan,Usaha Utama  : Pembuatan Profil Gypsum,Produk Utama : Profil Gypsum,"Perjuangan Dusun V RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN DELI SERDANG Provinsi SUMATERA UTARA 

                                        Telp : - Fax : -",Perorangan,3.0,Retail dan Distributor,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 137,00 Juta","Rp. 110,00 Juta",15 %/Tahun,"Rp. 10,00 Juta","Rp. 112,00 Juta",4
https://www.bi.go.id/bisaid/bisaid/Detail?pm=j59nIvMETsw7u5JMLGk/hA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Ayu Gorden,Industri Pengolahan,Usaha Utama  : Pembuatan Gorden,Produk Utama : Gorden,"Urip Sumoharjo No. 48 A RT/RW  40545 

                                        Kelurahan - Kecamatan - Kabupaten KOTA MAKASSAR Provinsi SULAWESI SELATAN 

                                        Telp : - Fax : -",Perorangan,7.0,Retail,"Tidak Ada   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %",Sedang,"Rp. 76,00 Juta","Rp. 340,00 Juta",15 %/Tahun,"Rp. 0,00 Juta","Rp. 250,00 Juta",10
https://www.bi.go.id/bisaid/bisaid/Detail?pm=oIjcp3mdZoDr5PUN3OoUxQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==,AWAL PUTERA MANDIRI,Industri Pengolahan,Usaha Utama  : SATE BANDENG,Produk Utama : SATE BANDENG,"RT.RANGGA BLOK B NO.252 RT/RW  2/11/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA SERANG Provinsi BANTEN 

                                        Telp : - Fax : -",Perorangan,6.0,Retail dan Distributor,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   60,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   40,00 %",Sedang,"Rp. 114,50 Juta","Rp. 590,40 Juta",20 %/Tahun,"Rp. 0,00 Juta","Rp. 4,00 Juta",4
https://www.bi.go.id/bisaid/bisaid/Detail?pm=QIeAJBp2jD57mPoYIzEaCg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perusahaan Kerupuk Halimah,Industri Pengolahan,Usaha Utama  : KERUPUK,Produk Utama : KERUPUK,"Jl. Baiturrahman, Gegutu Dayan Aik RT/RW  1/1/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA SERANG Provinsi BANTEN 

                                        Telp : - Fax : -",Perorangan,5.0,Retail dan Distributor,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Tinggi,"Rp. 9,12 Juta","Rp. 18,40 Juta",10 %/Tahun,"Rp. 8,00 Juta","Rp. 63,00 Juta",3
https://www.bi.go.id/bisaid/bisaid/Detail?pm=lTGS1yC1AFlSKsfH6qqi6A==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,USAHA KERUPUK IBU EMI,Industri Pengolahan,Usaha Utama  : KERUPUK,Produk Utama : KERUPUK,"JL. PATIMURA, MIDANG RT/RW  4/1/2000 

                                        Kelurahan - Kecamatan - Kabupaten KOTA SERANG Provinsi BANTEN 

                                        Telp : 0 Fax : -",Perorangan,2.0,Retail dan Distributor,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   80,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   20,00 %",Tinggi,"Rp. 14,66 Juta","Rp. 364,50 Juta",20 %/Tahun,"Rp. 2,40 Juta","Rp. 22,00 Juta",6
https://www.bi.go.id/bisaid/bisaid/Detail?pm=oWNqVDnji2lXFbe1dP0lUA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Barokah,Industri Pengolahan,Usaha Utama  : Pengolahan Tempe,Produk Utama : Tempe,"Dusun Gondoriyo RT/RW  40546 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN BANJARNEGARA Provinsi JAWA TENGAH 

                                        Telp : 85641704781 Fax : -",Perorangan,6.0,Retail dan Distributor,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   85,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   15,00 %",Sedang,"Rp. 1.051,00 Juta","Rp. 0,00 Juta",20 %/Tahun,"Rp. 0,00 Juta","Rp. 913,00 Juta",-
https://www.bi.go.id/bisaid/bisaid/Detail?pm=fkqI9eP2zqwDh+SH+ebD3w==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,PANDAI BESI,Industri Pengolahan,Usaha Utama  : PANDAI BESI,"Produk Utama : PARANG,PISAU,SABIT","BANDA ACEH MEDAN RT/RW  0/0 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN ACEH TIMUR Provinsi ACEH 

                                        Telp : - Fax : -",Perorangan,3.0,Distributor,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %",Sedang,"Rp. 7,00 Juta","Rp. 56,00 Juta",3 %/Tahun,"Rp. 10,00 Juta","Rp. 60,00 Juta",2
https://www.bi.go.id/bisaid/bisaid/Detail?pm=MsmmXDpl0d9k3894t9mrsA==&mp=5JdvraNzQnzSzI+hC9alEQ==,Kue,Industri Pengolahan,Usaha Utama  : Industri,Produk Utama : Kue,"Jl. Kamboja RT/RW  24/10 

                                        Kelurahan PANGKALLALANG Kecamatan TANJUNG PANDAN Kabupaten KABUPATEN BELITUNG Provinsi KEPULAUAN BANGKA BELITUNG 

                                        Telp : - Fax : -",Perorangan,2.0,Retail dan Distributor,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 321,00 Juta","Rp. 43,20 Juta",- %/Tahun,"Rp. 8,00 Juta","Rp. 308,00 Juta",6
https://www.bi.go.id/bisaid/bisaid/Detail?pm=qLVM1q2py7yA7rWKIFCByQ==&mp=xI6rAeQkygTAn3Z625IGLg==,Kripik Tempe Hoiriyah,Industri Pengolahan,Usaha Utama  : Kripik Tempe,Produk Utama : Kripik Tempe,"Muara Tunam RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN PENAJAM PASER UTARA Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -",Perorangan,3.0,Retail dan Distributor,"Memenuhi Order Dari Distributor/Eksportir/Trader   70,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   30,00 %",Sedang,"Rp. 36,20 Juta","Rp. 17,00 Juta",- %/Tahun,"Rp. 5,00 Juta","Rp. 25,00 Juta",3
https://www.bi.go.id/bisaid/bisaid/Detail?pm=CAVwfFxVt8cYCHvWRM81Jw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,UD Megah Saro Tamar,Industri Pengolahan,Usaha Utama  : Pembuatan Souvenir,Produk Utama : Souvenir,"Btn. Tamarunang Indah C1/1 RT/RW  40852 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN GOWA Provinsi SULAWESI SELATAN 

                                        Telp : - Fax : -",Usaha Dagang (UD),17.0,Retail dan Distributor,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   50,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   50,00 %",Rendah,"Rp. 11,00 Juta","Rp. 27,00 Juta",20 %/Tahun,"Rp. 10,00 Juta","Rp. 0,00 Juta",2
https://www.bi.go.id/bisaid/bisaid/Detail?pm=mX7niPwRrPCzB/H3XoHVUg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Putriza Gypsum,Industri Pengolahan,Usaha Utama  : Pembutan Gypsum,Produk Utama : Gypsum,"Pangeran RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BANJARMASIN Provinsi KALIMANTAN SELATAN 

                                        Telp : - Fax : -",Perorangan,12.0,Retail dan Distributor,"Tidak Ada   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %",Tinggi,"Rp. 38,70 Juta","Rp. 400,00 Juta",50 %/Tahun,"Rp. 10,00 Juta","Rp. 80,00 Juta",4
https://www.bi.go.id/bisaid/bisaid/Detail?pm=oc8ULl9dhDRGlGK5s2cIsw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Batik Semarang Kinanthi,Industri Pengolahan,Usaha Utama  : Pembuatan Batik,Produk Utama : Batik,"Kanfer Raya T15 RT/RW  40607 

                                        Kelurahan - Kecamatan - Kabupaten KOTA SEMARANG Provinsi JAWA TENGAH 

                                        Telp : - Fax : -",Perorangan,8.0,Retail,"Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan)   50,00 %","Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan)   50,00 %",Sedang,"Rp. 375,68 Juta","Rp. 130,00 Juta",80 %/Tahun,"Rp. 0,00 Juta","Rp. 233,00 Juta",6
https://www.bi.go.id/bisaid/bisaid/Detail?pm=29syPLFiOdQH8CggjAcYdg==&mp=xI6rAeQkygTAn3Z625IGLg==,PT Kampung Lidi Saloloang,Industri Pengolahan,Usaha Utama  : Sapu Lidi,Produk Utama : Sapu Lidi,"Jl Tambak Baru Tanjung Jumlay RT/RW  05/ 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN PENAJAM PASER UTARA Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -",PT (Perseroan Terbatas),50.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   60,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   40,00 %",Rendah,"Rp. 118,50 Juta","Rp. 38,80 Juta",- %/Tahun,"Rp. 5,00 Juta","Rp. 80,00 Juta",4
https://www.bi.go.id/bisaid/bisaid/Detail?pm=Pl1qBzsSoMsJmqoHSIO07Q==&mp=5JdvraNzQnzSzI+hC9alEQ==,Kue Basah Herawati,Industri Pengolahan,Usaha Utama  : Kue Basah,Produk Utama : Kue,"Padat Karya RT/RW  9/5/2020 

                                        Kelurahan TANJUNG BATU ITAM Kecamatan SIMPANG PESAK Kabupaten KABUPATEN BELITUNG TIMUR Provinsi KEPULAUAN BANGKA BELITUNG 

                                        Telp : - Fax : -",Perorangan,1.0,Retail dan Distributor,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   80,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   20,00 %",Sedang,"Rp. 90,00 Juta","Rp. 50,40 Juta",- %/Tahun,"Rp. 0,00 Juta","Rp. 7,00 Juta",4
https://www.bi.go.id/bisaid/bisaid/Detail?pm=whZD8D44mqYcqcZ0MRHFTA==&mp=fOhzApotY5QnAtxxXvjAfA==,Rendang Erika,Industri Pengolahan,Usaha Utama  : Rendang,Produk Utama : Rendang,"Tan Malaka Km 4 RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN LIMA PULUH KOTA Provinsi SUMATERA BARAT 

                                        Telp : 75291674 Fax : -",Perorangan,8.0,Retail dan Distributor,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   25,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   75,00 %",Sedang,"Rp. 290,00 Juta","Rp. 127,50 Juta",35 %/Tahun,"Rp. 0,00 Juta","Rp. 0,00 Juta",-
https://www.bi.go.id/bisaid/bisaid/Detail?pm=OVNpKHz+KekAdbTLrOuFOQ==&mp=tFF9KAXBbci/UefzhiAg3g==,Rezqy Mx Shop,Industri Pengolahan,Usaha Utama  : Manufaktur,Produk Utama : Air Galon,"Buncis RT/RW  9/5/2020 

                                        Kelurahan MALAWELE Kecamatan AIMAS Kabupaten KABUPATEN SORONG Provinsi PAPUA BARAT 

                                        Telp : - Fax : -",Perorangan,1.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 820,00 Juta","Rp. 1.081,60 Juta",- %/Tahun,"Rp. 10,00 Juta","Rp. 250,00 Juta",7
https://www.bi.go.id/bisaid/bisaid/Detail?pm=TMY1xsFhMtfCgfyhoZwsOA==&mp=xI6rAeQkygTAn3Z625IGLg==,Pembuatan Kapal Salahudin,Industri Pengolahan,Usaha Utama  : Pembuatan Kapal,Produk Utama : Kapal,"Kapo, Gunung Steling, Ppu RT/RW  5/11/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN PENAJAM PASER UTARA Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -",Perorangan,2.0,Retail,"Tidak Ada   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %",Sedang,"Rp. 50,50 Juta","Rp. 50,00 Juta",- %/Tahun,"Rp. 10,00 Juta","Rp. 25,00 Juta",4
https://www.bi.go.id/bisaid/bisaid/Detail?pm=D5aQODMmOFr+1n0e579G/g==&mp=2BbfzMJpZb2nANZ3GT30ng==,Meubel Pesona,Industri Pengolahan,Usaha Utama  : Meubel,Produk Utama : Lemari,"Jl. Mayor Iskandar RT/RW  15/ 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN OGAN KOMERING ULU Provinsi SUMATERA SELATAN 

                                        Telp : - Fax : -",Perorangan,3.0,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   60,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   40,00 %",Sedang,"Rp. 42,00 Juta","Rp. 43,20 Juta",20 %/Tahun,"Rp. 10,00 Juta","Rp. 15,00 Juta",4
https://www.bi.go.id/bisaid/bisaid/Detail?pm=oWHykfXFIsAv6oQz2b7DuA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Bakso Malang,Industri Pengolahan,Usaha Utama  : Pembutan Bakso,Produk Utama : Bakso,"Hksn Komp. Kebun Jeruk Permai RT/RW  020/004 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BANJARMASIN Provinsi KALIMANTAN SELATAN 

                                        Telp : - Fax : -",Perorangan,12.0,Retail dan Distributor,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Tinggi,"Rp. 28,85 Juta","Rp. 63,00 Juta",60 %/Tahun,"Rp. 10,00 Juta","Rp. 0,00 Juta",3
https://www.bi.go.id/bisaid/bisaid/Detail?pm=xAyzL10Sb4nXXn81kZPMLg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Perajin Purun,Industri Pengolahan,Usaha Utama  : Produksi Purun,Produk Utama : Bakul,"Desa Walatung RT/RW  2/1/2000 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN HULU SUNGAI TENGAH Provinsi KALIMANTAN SELATAN 

                                        Telp : 85393144235 Fax : -",Perorangan,1.0,Distributor,"Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %",Rendah,"Rp. 8,02 Juta","Rp. 2,56 Juta",10 %/Tahun,"Rp. 3,00 Juta","Rp. 7,00 Juta",3
https://www.bi.go.id/bisaid/bisaid/Detail?pm=NoXrKdi80N5BgCnh8N4wDQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,HAN,Industri Pengolahan,Usaha Utama  : Pembuatan Sarung Hp,Produk Utama : Sarung Hp,"Madubronto no.51 RT/RW  18/03 

                                        Kelurahan - Kecamatan - Kabupaten KOTA YOGYAKARTA Provinsi DI YOGYAKARTA 

                                        Telp : - Fax : -",Perorangan,2.0,Retail dan Distributor,"Tidak Ada   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %",Sedang,"Rp. 168,50 Juta","Rp. 36,00 Juta",20 %/Tahun,"Rp. 5,00 Juta","Rp. 70,00 Juta",6
https://www.bi.go.id/bisaid/bisaid/Detail?pm=cgo2r+2EkepG6zAlB9YZmQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,N.N Meniko,Industri Pengolahan,Usaha Utama  : Pembuatan Wingko,Produk Utama : Wingko,"Kp. Pandean Taman Hardjo 83 RT/RW  40603 

                                        Kelurahan - Kecamatan - Kabupaten KOTA SEMARANG Provinsi JAWA TENGAH 

                                        Telp : - Fax : -",Perorangan,10.0,Retail dan Distributor,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   70,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   30,00 %",Tinggi,"Rp. 1.170,60 Juta","Rp. 164,00 Juta",50 %/Tahun,"Rp. 0,00 Juta","Rp. 1.094,00 Juta",7
https://www.bi.go.id/bisaid/bisaid/Detail?pm=KkQDvGQvgGfGouGJqdBbIw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Eka Burger,Industri Pengolahan,Usaha Utama  : Pembuatan Kue,Produk Utama : Burger,"Ahmad Yani, Gg Parkit No 8 RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KOTA DENPASAR Provinsi BALI 

                                        Telp : - Fax : -",Perorangan,8.0,Distributor,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Tinggi,"Rp. 74,00 Juta","Rp. 1.404,00 Juta",10 %/Tahun,"Rp. 0,00 Juta","Rp. 258,00 Juta",4
https://www.bi.go.id/bisaid/bisaid/Detail?pm=7fmrrBm4NogYPZX0vWLGdQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Anyaman Rotan,Industri Pengolahan,Usaha Utama  : Pembuatan Rotan,Produk Utama : Rotan,"Pembela  RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN DELI SERDANG Provinsi SUMATERA UTARA 

                                        Telp : - Fax : -",Perorangan,10.0,Distributor,"Tidak Ada   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %",Sedang,"Rp. 169,80 Juta","Rp. 189,00 Juta",13 %/Tahun,"Rp. 10,00 Juta","Rp. 148,00 Juta",8
https://www.bi.go.id/bisaid/bisaid/Detail?pm=t7f+oS5fhgStv9AHt5/DaA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Usaha Tempe Gito,Industri Pengolahan,Usaha Utama  : Pembuatan Keris,Produk Utama : Keris Perak dan Emas,"Mat Baji RT/RW  40577 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN GOWA Provinsi SULAWESI SELATAN 

                                        Telp : - Fax : -",Perorangan,3.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 107,00 Juta","Rp. 304,00 Juta",15 %/Tahun,"Rp. 0,00 Juta","Rp. 100,00 Juta",7
https://www.bi.go.id/bisaid/bisaid/Detail?pm=xYjmTLUP9eDBrE3W48BOFw==&mp=xI6rAeQkygTAn3Z625IGLg==,Kue Piya Bu Sri,Industri Pengolahan,Usaha Utama  : Kue Pia,Produk Utama : Kue Pia Kacang Hijau,"Angkasa No 55 RT/RW  48/ 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -",Perorangan,2.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 22,00 Juta","Rp. 94,60 Juta",- %/Tahun,"Rp. 5,00 Juta","Rp. 20,25 Juta",3
https://www.bi.go.id/bisaid/bisaid/Detail?pm=TUlAQ/o8UKtqsXLdPF/7Qg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Bejo Bejan,Industri Pengolahan,Usaha Utama  : Pembuatan Kipas Kulit,Produk Utama : Kipas Kulit,"Pucung/ Dk Karangasem RT/RW  40687 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN BANTUL Provinsi DI YOGYAKARTA 

                                        Telp : - Fax : -",Perorangan,12.0,Distributor,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   85,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   15,00 %",Sedang,"Rp. 125,75 Juta","Rp. 46,50 Juta",10 %/Tahun,"Rp. 5,00 Juta","Rp. 20,00 Juta",6
https://www.bi.go.id/bisaid/bisaid/Detail?pm=NwlmPpjCGeHUCpg6Rr7BJw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Langgeng Jaya,Industri Pengolahan,"Usaha Utama  : Pembuatan Silikon (Pengkilat, Pembersih)","Produk Utama : Silikon (Pengkilat, Pembersih)","Dusun Bungas RT/RW  14/05 

                                        Kelurahan - Kecamatan BANCAK Kabupaten KABUPATEN SEMARANG Provinsi JAWA TENGAH 

                                        Telp : - Fax : -",Perorangan,22.0,Retail dan Distributor,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   10,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   90,00 %",Sedang,"Rp. 557,15 Juta","Rp. 76,80 Juta",75 %/Tahun,"Rp. 10,00 Juta","Rp. 190,00 Juta",5
https://www.bi.go.id/bisaid/bisaid/Detail?pm=I+TWhHqRgR0NjLv1qlkLvw==&mp=Bjv3m4lcInn46OWc4jy6kQ==,SALON EVA,Industri Pengolahan,Usaha Utama  : Salon,Produk Utama : Salon,"Kavling Blok F Pasar Kelapa RT/RW  5/8/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA CILEGON Provinsi BANTEN 

                                        Telp : - Fax : -",Perorangan,2.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   0,00 %",Sedang,"Rp. 21,00 Juta","Rp. 56,00 Juta",10 %/Tahun,"Rp. 10,00 Juta","Rp. 100,00 Juta",3
https://www.bi.go.id/bisaid/bisaid/Detail?pm=eCN1atr4UOdV+KEQEDAc4Q==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Jordan Amor,Industri Pengolahan,Usaha Utama  : Pembuatan Sepatu,Produk Utama : Sepatu,"Mt. Haryono No 295 RT/RW  40667 

                                        Kelurahan - Kecamatan - Kabupaten KOTA SEMARANG Provinsi JAWA TENGAH 

                                        Telp : - Fax : -",Perorangan,9.0,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   70,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   30,00 %",Tinggi,"Rp. 184,80 Juta","Rp. 332,00 Juta",50 %/Tahun,"Rp. 0,00 Juta","Rp. 134,00 Juta",8
https://www.bi.go.id/bisaid/bisaid/Detail?pm=GKrwL6dqfEWrE8OTmn+6Gg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Foto Copy Restu Alam,Industri Pengolahan,Usaha Utama  : Foto Copy,"Produk Utama : Penjualan ATK, Foto Copy, Jilid Dll.","Cenderawasih RT/RW  1/3/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA SORONG Provinsi PAPUA BARAT 

                                        Telp : 8124840708 Fax : -",Perorangan,1.0,Retail,"Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %",Sedang,"Rp. 141,00 Juta","Rp. 50,00 Juta",20 %/Tahun,"Rp. 0,00 Juta","Rp. 40,00 Juta",7
